accuracy,cohen_kappa,f1,kfold,knn,precision,recall,train_size
0.780952380952381,0.756414297421673,0.7837117825429121,10,351,0.8368142070397017,0.780952380952381,8400
0.7869047619047619,0.7625462321033198,0.7918153910870841,10,351,0.8419365190237843,0.7869047619047619,8400
0.7928571428571428,0.7689224761468108,0.7933945002697785,10,351,0.8346086582559066,0.7928571428571428,8400
0.805952380952381,0.7840661238355231,0.8098015396444977,10,351,0.8472610466825393,0.805952380952381,8400
0.7714285714285715,0.7459617398974585,0.7763966610515187,10,351,0.8319426382565204,0.7714285714285715,8400
0.7904761904761904,0.7660629939949206,0.793357052364976,10,351,0.8339747612549291,0.7904761904761904,8400
0.7892857142857143,0.7655684586457274,0.7926761859178468,10,351,0.8359901419732185,0.7892857142857143,8400
0.8047619047619048,0.7819659780826427,0.8073378378044981,10,351,0.8426520440685461,0.8047619047619048,8400
0.7869047619047619,0.7623431861755683,0.7929039021358296,10,351,0.8466284218577038,0.7869047619047619,8400
0.775,0.7497840792318895,0.7788813924240849,10,351,0.8267886102403786,0.775,8400
0.8357142857142857,0.817239003517424,0.8385784696074428,10,351,0.8666778434873603,0.8357142857142857,16800
0.8523809523809524,0.8356685667225692,0.8534699102338432,10,351,0.8724048349328691,0.8523809523809524,16800
0.8375,0.8191655925713743,0.8387249366635535,10,351,0.8637338423082803,0.8375,16800
0.8488095238095238,0.8316458597751096,0.8504115132483413,10,351,0.8706860680152045,0.8488095238095238,16800
0.8369047619047619,0.8184546639506383,0.839457665948663,10,351,0.8648774482531233,0.8369047619047619,16800
0.8541666666666666,0.8378209694807119,0.8563523342278178,10,351,0.8818325534844744,0.8541666666666666,16800
0.8404761904761905,0.8221866960705251,0.8418232330623424,10,351,0.8676945826943508,0.8404761904761905,16800
0.844047619047619,0.8264713917888514,0.8452525772891684,10,351,0.8660103828510111,0.844047619047619,16800
0.8595238095238096,0.8430499486571286,0.8599449447761095,10,351,0.8800537389901204,0.8595238095238096,16800
0.8428571428571429,0.8250828896186743,0.8454073799062363,10,351,0.8694253028619773,0.8428571428571429,16800
0.8702380952380953,0.8556330594757667,0.8709794174848459,10,351,0.8859195755117388,0.8702380952380953,25200
0.8670634920634921,0.8521234525687988,0.8681777872569636,10,351,0.8827924368447467,0.8670634920634921,25200
0.8666666666666667,0.8515616166025471,0.8684253947412586,10,351,0.8855843322878604,0.8666666666666667,25200
0.873015873015873,0.8588127030749206,0.874316791760002,10,351,0.8916387759220374,0.873015873015873,25200
0.8706349206349207,0.8559472522015511,0.8709709092123432,10,351,0.8856819468331326,0.8706349206349207,25200
0.8694444444444445,0.854541448002796,0.8701326304277577,10,351,0.8854678845895188,0.8694444444444445,25200
0.8654761904761905,0.8503366059864306,0.8669551062794392,10,351,0.8829734596310439,0.8654761904761905,25200
0.8678571428571429,0.8528044612618023,0.8693595899547306,10,351,0.886703477397841,0.8678571428571429,25200
0.8650793650793651,0.8500314797366589,0.865940593623056,10,351,0.8851872936278574,0.8650793650793651,25200
0.876984126984127,0.8631985311178687,0.8782466072189523,10,351,0.8900034819552801,0.876984126984127,25200
0.8866071428571428,0.8739011191157475,0.886950376043663,10,351,0.897318003955007,0.8866071428571428,33600
0.8833333333333333,0.8702228092044142,0.8837775277759378,10,351,0.8944780753552152,0.8833333333333333,33600
0.887797619047619,0.8752127983721079,0.8892351683182954,10,351,0.9026821718409018,0.887797619047619,33600
0.8809523809523809,0.8675367974694796,0.881387873750549,10,351,0.8933513431208524,0.8809523809523809,33600
0.8916666666666667,0.8793293258429848,0.8922369444282984,10,351,0.9030024618911454,0.8916666666666667,33600
0.88125,0.867823597979613,0.8822919959082558,10,351,0.894910991238658,0.88125,33600
0.8809523809523809,0.8676320205627353,0.8815686098492739,10,351,0.8938140299538082,0.8809523809523809,33600
0.8886904761904761,0.8762673430424504,0.8890795772047847,10,351,0.899774675093454,0.8886904761904761,33600
0.8830357142857143,0.8698772698901591,0.8839329971712194,10,351,0.8976082667992034,0.8830357142857143,33600
0.8806547619047619,0.8672438848741524,0.8813103260540356,10,351,0.8945580132220553,0.8806547619047619,33600
