accuracy,cohen_kappa,f1,kfold,knn,precision,recall,train_size
0.7375,0.7081575495444393,0.7407068183261045,15,551,0.8161954092220522,0.7375,8400
0.7428571428571429,0.7146234260760013,0.7522554148715904,15,551,0.8220986068361508,0.7428571428571429,8400
0.7428571428571429,0.7119423884776955,0.7476615820278795,15,551,0.8187766144150133,0.7428571428571429,8400
0.7625,0.7347323282509358,0.7624490437749671,15,551,0.816264414969335,0.7625,8400
0.7642857142857142,0.7365964209611094,0.760519269996295,15,551,0.8314287822726433,0.7642857142857142,8400
0.7571428571428571,0.7301826297982392,0.764051093918237,15,551,0.8143247464856547,0.7571428571428571,8400
0.7214285714285714,0.6904970257812859,0.7241136345180509,15,551,0.8008035614952205,0.7214285714285714,8400
0.7892857142857143,0.7645977535614921,0.7946967136089137,15,551,0.8413735309285136,0.7892857142857143,8400
0.7196428571428571,0.6870996213307519,0.728171848755622,15,551,0.8060604242258494,0.7196428571428571,8400
0.725,0.6938782754385591,0.7332413262274505,15,551,0.8073375162596715,0.725,8400
0.775,0.7494754108837596,0.7796924519079855,15,551,0.8367213967403875,0.775,8400
0.7571428571428571,0.7275563059840311,0.7599511949190089,15,551,0.8106534837447988,0.7571428571428571,8400
0.7446428571428572,0.7146379879269917,0.7488562685809546,15,551,0.8141272037507116,0.7446428571428572,8400
0.7428571428571429,0.7137613897338875,0.7508038129091575,15,551,0.811781999443549,0.7428571428571429,8400
0.7482142857142857,0.7200486440299381,0.7493219900928305,15,551,0.8137234206558208,0.7482142857142857,8400
0.8053571428571429,0.7837797628272284,0.8101003926887502,15,551,0.8496538426133096,0.8053571428571429,16800
0.8151785714285714,0.7936165704956443,0.8167731970809542,15,551,0.850944507218583,0.8151785714285714,16800
0.8241071428571428,0.8042274241319158,0.8262295201509814,15,551,0.8532331737421602,0.8241071428571428,16800
0.8133928571428571,0.7922973994583832,0.8156724420109301,15,551,0.8507336064378483,0.8133928571428571,16800
0.79375,0.7705119573807921,0.796837996021652,15,551,0.8366521573520711,0.79375,16800
0.83125,0.8118593993863743,0.8336161114645979,15,551,0.8617306333217043,0.83125,16800
0.8053571428571429,0.7830762902278605,0.8105845553826816,15,551,0.849260773087375,0.8053571428571429,16800
0.8258928571428571,0.8062376569661288,0.8268049446289232,15,551,0.8584714455908163,0.8258928571428571,16800
0.81875,0.7984540103538756,0.8219723394536592,15,551,0.8642932914605718,0.81875,16800
0.8107142857142857,0.7889716723977187,0.8116256389071951,15,551,0.8448742314468505,0.8107142857142857,16800
0.8169642857142857,0.7959919889537126,0.8211064849248307,15,551,0.8549797257677402,0.8169642857142857,16800
0.8071428571428572,0.7853640878772231,0.809999970018748,15,551,0.8455485932362163,0.8071428571428572,16800
0.8196428571428571,0.7986362734181902,0.8206250734293223,15,551,0.856688930226856,0.8196428571428571,16800
0.83125,0.8112675955876846,0.8307831077801382,15,551,0.8551967946980972,0.83125,16800
0.8098214285714286,0.788259665933824,0.8164238494076907,15,551,0.855052527026431,0.8098214285714286,16800
0.8410714285714286,0.8231974165443798,0.8437871935711598,15,551,0.8711200398255396,0.8410714285714286,25200
0.8547619047619047,0.8383229636057071,0.8559670963660019,15,551,0.8751319281334227,0.8547619047619047,25200
0.8369047619047619,0.8185021220489641,0.8379128256313126,15,551,0.8629154964195644,0.8369047619047619,25200
0.8464285714285714,0.8289840205168673,0.8476060421062548,15,551,0.8681390047422491,0.8464285714285714,25200
0.8357142857142857,0.8171236013020005,0.8381225356628853,15,551,0.8639714054882328,0.8357142857142857,25200
