accuracy,cohen_kappa,f1,kfold,knn,precision,recall,train_size
0.7178571428571429,0.6860221667593238,0.7224452410915674,5,551,0.8029554962569229,0.7178571428571429,8400
0.7446428571428572,0.7154347958270719,0.7454809354745454,5,551,0.8094325081445364,0.7446428571428572,8400
0.7238095238095238,0.6923352595270018,0.7316362249361565,5,551,0.8049894911797039,0.7238095238095238,8400
0.7386904761904762,0.7086483467081514,0.7445782801413235,5,551,0.8091790775190802,0.7386904761904762,8400
0.7244047619047619,0.692941612561824,0.7300014200310515,5,551,0.8024847942636569,0.7244047619047619,8400
0.8017857142857143,0.7794272022830058,0.8040868234709023,5,551,0.8433408751345052,0.8017857142857143,16800
0.8014880952380953,0.7790012753339874,0.8044773767609406,5,551,0.842177812257237,0.8014880952380953,16800
0.8011904761904762,0.7787372542354769,0.8054460629723695,5,551,0.8485345511174651,0.8011904761904762,16800
0.7955357142857142,0.7722595987213972,0.7981474631430934,5,551,0.8367829711858726,0.7955357142857142,16800
0.8071428571428572,0.7848290698171994,0.8096318375679402,5,551,0.8462471119886397,0.8071428571428572,16800
0.8333333333333334,0.8145760417582323,0.8352270238613999,5,551,0.8620583779866132,0.8333333333333334,25200
0.8375,0.8191779424915626,0.839673162916378,5,551,0.8664403303280557,0.8375,25200
0.8351190476190476,0.8162568210417228,0.8360887056006778,5,551,0.8607206950122595,0.8351190476190476,25200
0.8321428571428572,0.8131058644662476,0.8352129391276798,5,551,0.8627291810899037,0.8321428571428572,25200
0.8319444444444445,0.8131336546030669,0.8343817460495732,5,551,0.8623683253619809,0.8319444444444445,25200
0.8534226190476191,0.8369520276320398,0.8546119514891123,5,551,0.873931512025378,0.8534226190476191,33600
0.8541666666666666,0.8377302059175006,0.8556225442703715,5,551,0.8767979214677625,0.8541666666666666,33600
0.8550595238095238,0.8385584829004242,0.8567771568404925,5,551,0.8774798122269398,0.8550595238095238,33600
0.8523809523809524,0.8358780915037546,0.8541241271537919,5,551,0.8751692692080026,0.8523809523809524,33600
0.8491071428571428,0.8320988364935867,0.8507330090295955,5,551,0.8736781130325353,0.8491071428571428,33600
