accuracy,cohen_kappa,f1,kfold,knn,precision,recall,train_size
0.7130952380952381,0.6807069744407068,0.7184981722898149,5,601,0.7987278055162437,0.7130952380952381,8400
0.7345238095238096,0.7041447687940013,0.7355598558510479,5,601,0.8015410839187408,0.7345238095238096,8400
0.7160714285714286,0.6837049807703238,0.7240536729071856,5,601,0.8023372605552359,0.7160714285714286,8400
0.7297619047619047,0.6986438737253349,0.7369444797599741,5,601,0.808599780818565,0.7297619047619047,8400
0.7113095238095238,0.6783236826490211,0.7168089970716968,5,601,0.7955352248016333,0.7113095238095238,8400
0.7955357142857142,0.7724614386447679,0.79782643708657,5,601,0.8400015035769313,0.7955357142857142,16800
0.7928571428571428,0.769379786097227,0.7961098012697795,5,601,0.8363927040036057,0.7928571428571428,16800
0.7958333333333333,0.772766168879565,0.8000192698608186,5,601,0.8442566622855808,0.7958333333333333,16800
0.7869047619047619,0.7626264774053808,0.789251890299176,5,601,0.8305118735089781,0.7869047619047619,16800
0.7991071428571429,0.7758275477302984,0.801794778389738,5,601,0.8412285272761908,0.7991071428571429,16800
0.8257936507936507,0.806176567001345,0.8281012794154465,5,601,0.8580130109869166,0.8257936507936507,25200
0.8313492063492064,0.8123238564766406,0.8337855446444203,5,601,0.8625186652193452,0.8313492063492064,25200
0.828968253968254,0.8093863013559193,0.8300557859592,5,601,0.8568853074954665,0.828968253968254,25200
0.8257936507936507,0.8060208955200328,0.82921208080134,5,601,0.8589423849756459,0.8257936507936507,25200
0.8267857142857142,0.8073947069001925,0.8295147104775809,5,601,0.8590703943443674,0.8267857142857142,25200
0.8486607142857143,0.8316455202899439,0.8499909730379339,5,601,0.8710757107287044,0.8486607142857143,33600
0.8498511904761905,0.8329198639117743,0.851464753290044,5,601,0.8741367526802528,0.8498511904761905,33600
0.8491071428571428,0.831913113667188,0.8509932683592016,5,601,0.8732443593812106,0.8491071428571428,33600
0.8477678571428572,0.8307465524805318,0.8496438030387123,5,601,0.8722737716584431,0.8477678571428572,33600
0.8438988095238096,0.8262943532136547,0.8455516699553803,5,601,0.8702268375615824,0.8438988095238096,33600
