accuracy,cohen_kappa,f1,kfold,knn,precision,recall,train_size
0.8952380952380953,0.8834868820288918,0.8954512571593524,5,51,0.9036563066125426,0.8952380952380953,8400
0.905952380952381,0.8953841569899771,0.9060691146561136,5,51,0.9115338209946208,0.905952380952381,8400
0.8922619047619048,0.8801756698447225,0.8926968744145892,5,51,0.9014001475228103,0.8922619047619048,8400
0.8994047619047619,0.8880410736889425,0.8994691552539251,5,51,0.9060317354756467,0.8994047619047619,8400
0.8910714285714286,0.8788053194152349,0.8924263091809072,5,51,0.9036720543844833,0.8910714285714286,8400
0.9255952380952381,0.9172773779134735,0.9254342972463498,5,51,0.9286171513481737,0.9255952380952381,16800
0.9235119047619048,0.9149420378135202,0.923602589475754,5,51,0.9273967058069515,0.9235119047619048,16800
0.9205357142857142,0.9116489333257305,0.9210253031078635,5,51,0.9267907586944394,0.9205357142857142,16800
0.9184523809523809,0.909303092624256,0.9186006120836002,5,51,0.9231858448494218,0.9184523809523809,16800
0.9264880952380953,0.9181715191689369,0.9263983417525389,5,51,0.929965337476365,0.9264880952380953,16800
0.9325396825396826,0.9249991465239013,0.93241709688507,5,51,0.9351438807638711,0.9325396825396826,25200
0.9317460317460318,0.9241143821970281,0.931933236041254,5,51,0.9352548708368462,0.9317460317460318,25200
0.9265873015873016,0.9183131006985527,0.9265303544947893,5,51,0.9299275530027747,0.9265873015873016,25200
0.9321428571428572,0.9245279846491896,0.9320046897600645,5,51,0.9348838288511826,0.9321428571428572,25200
0.9285714285714286,0.9206119703969808,0.9283775424958518,5,51,0.9308096465262693,0.9285714285714286,25200
0.9401785714285714,0.9334959974730134,0.9400963534449376,5,51,0.9420194961458308,0.9401785714285714,33600
0.9361607142857142,0.9290202331040072,0.9362749515273204,5,51,0.9392640992626275,0.9361607142857142,33600
0.940625,0.9339481613972813,0.9405693362069899,5,51,0.9428961637978618,0.940625,33600
0.9342261904761905,0.9268979073940238,0.9341264635905921,5,51,0.9362262643940829,0.9342261904761905,33600
0.9369047619047619,0.9298492354872048,0.9367925204759623,5,51,0.9390276963017122,0.9369047619047619,33600
