Alpha,K,Accuracy
70,58,0.9503571428571429
70,60,0.95
70,62,0.9498809523809524
70,64,0.9483333333333334
70,66,0.9483333333333334
70,68,0.9478571428571428
70,70,0.9473809523809524
70,72,0.9472619047619047
70,74,0.9469047619047619
70,76,0.9466666666666667
70,78,0.9466666666666667
70,80,0.9457142857142857
70,82,0.9447619047619048
70,84,0.9442857142857143
70,86,0.9445238095238095
70,88,0.9439285714285715
70,90,0.9435714285714286
70,92,0.9434523809523809
70,94,0.9419047619047619
70,96,0.9422619047619047
70,98,0.9416666666666667
70,100,0.9414285714285714
70,102,0.940952380952381
70,104,0.940595238095238
70,106,0.940595238095238
70,108,0.9407142857142857
70,110,0.9401190476190476
70,112,0.9398809523809524
70,114,0.939047619047619
70,116,0.9392857142857143
70,118,0.9389285714285714
70,120,0.9386904761904762
70,122,0.9383333333333334
70,124,0.9376190476190476
70,126,0.9377380952380953
70,128,0.9376190476190476
70,130,0.9376190476190476
70,132,0.9370238095238095
70,134,0.9364285714285714
70,136,0.9364285714285714
70,138,0.9360714285714286
70,140,0.9357142857142857
70,142,0.9355952380952381
70,144,0.935
70,146,0.935
70,148,0.9342857142857143
70,150,0.9336904761904762
75,1,0.9697619047619047
75,2,0.9635714285714285
75,4,0.9723809523809523
75,6,0.9726190476190476
75,8,0.9714285714285714
75,10,0.9697619047619047
75,12,0.9673809523809523
75,14,0.9663095238095238
75,16,0.9655952380952381
75,18,0.9652380952380952
75,20,0.9625
75,22,0.9628571428571429
75,24,0.9620238095238095
75,26,0.9614285714285714
75,28,0.9603571428571429
75,30,0.9595238095238096
75,32,0.9582142857142857
75,34,0.9577380952380953
75,36,0.9569047619047619
75,38,0.9563095238095238
75,40,0.9553571428571429
75,42,0.9544047619047619
75,44,0.9533333333333334
75,46,0.9530952380952381
75,48,0.9521428571428572
75,50,0.9523809523809523
75,52,0.9517857142857142
75,54,0.9504761904761905
75,56,0.9501190476190476
75,58,0.9496428571428571
75,60,0.9496428571428571
75,62,0.9492857142857143
75,64,0.949047619047619
75,66,0.9483333333333334
75,68,0.9476190476190476
75,70,0.9465476190476191
75,72,0.9460714285714286
75,74,0.9457142857142857
75,76,0.945595238095238
75,78,0.9454761904761905
75,80,0.9451190476190476
75,82,0.9444047619047619
75,84,0.9439285714285715
75,86,0.9435714285714286
75,88,0.9433333333333334
75,90,0.9429761904761905
75,92,0.9422619047619047
75,94,0.9417857142857143
75,96,0.9415476190476191
75,98,0.9415476190476191
75,100,0.9408333333333333
75,102,0.940595238095238
75,104,0.940952380952381
75,106,0.9407142857142857
75,108,0.9401190476190476
75,110,0.94
75,112,0.939047619047619
75,114,0.9388095238095238
75,116,0.9380952380952381
75,118,0.9377380952380953
75,120,0.9378571428571428
75,122,0.9377380952380953
75,124,0.9377380952380953
75,126,0.9376190476190476
75,128,0.9372619047619047
75,130,0.9366666666666666
75,132,0.9370238095238095
75,134,0.9364285714285714
75,136,0.935952380952381
75,138,0.9351190476190476
75,140,0.9352380952380952
75,142,0.934404761904762
75,144,0.934047619047619
75,146,0.9342857142857143
75,148,0.934047619047619
75,150,0.9336904761904762
80,1,0.969047619047619
80,2,0.9633333333333334
80,4,0.9720238095238095
80,6,0.9716666666666667
80,8,0.9714285714285714
80,10,0.9695238095238096
80,12,0.9676190476190476
80,14,0.9665476190476191
80,16,0.9666666666666667
80,18,0.964047619047619
80,20,0.9627380952380953
80,22,0.9613095238095238
80,24,0.9617857142857142
80,26,0.9611904761904762
80,28,0.9601190476190476
80,30,0.9591666666666666
80,32,0.9585714285714285
80,34,0.9570238095238095
80,36,0.9560714285714286
80,38,0.9546428571428571
80,40,0.9544047619047619
80,42,0.9536904761904762
80,44,0.9539285714285715
80,46,0.9536904761904762
80,48,0.9520238095238095
80,50,0.9514285714285714
80,52,0.9504761904761905
80,54,0.9503571428571429
80,56,0.9494047619047619
80,58,0.9494047619047619
80,60,0.9496428571428571
80,62,0.9488095238095238
80,64,0.9480952380952381
80,66,0.9471428571428572
80,68,0.9466666666666667
80,70,0.9460714285714286
80,72,0.945595238095238
80,74,0.9451190476190476
80,76,0.9442857142857143
80,78,0.9442857142857143
80,80,0.9438095238095238
80,82,0.9436904761904762
80,84,0.9434523809523809
80,86,0.9433333333333334
80,88,0.9435714285714286
80,90,0.9428571428571428
80,92,0.9426190476190476
80,94,0.9425
80,96,0.9417857142857143
80,98,0.9414285714285714
80,100,0.9407142857142857
80,102,0.9403571428571429
80,104,0.9403571428571429
80,106,0.9398809523809524
80,108,0.9394047619047619
80,110,0.9389285714285714
80,112,0.9380952380952381
80,114,0.9377380952380953
80,116,0.9379761904761905
80,118,0.9378571428571428
80,120,0.9375
80,122,0.9370238095238095
80,124,0.9365476190476191
80,126,0.9361904761904762
80,128,0.9364285714285714
80,130,0.9360714285714286
80,132,0.935952380952381
80,134,0.9354761904761905
80,136,0.9353571428571429
80,138,0.9345238095238095
80,140,0.9341666666666667
80,142,0.934047619047619
80,144,0.9332142857142857
80,146,0.9332142857142857
80,148,0.9328571428571428
80,150,0.9328571428571428
85,1,0.9696428571428571
85,2,0.9641666666666666
85,4,0.971547619047619
85,6,0.9719047619047619
85,8,0.9716666666666667
85,10,0.9694047619047619
85,12,0.9676190476190476
85,14,0.9663095238095238
85,16,0.9651190476190477
85,18,0.9636904761904762
85,20,0.9629761904761904
85,22,0.9610714285714286
85,24,0.9611904761904762
85,26,0.9605952380952381
85,28,0.9597619047619048
85,30,0.9589285714285715
85,32,0.9580952380952381
85,34,0.9573809523809523
85,36,0.955952380952381
85,38,0.9554761904761905
85,40,0.9542857142857143
85,42,0.9539285714285715
85,44,0.9525
85,46,0.9521428571428572
85,48,0.9516666666666667
85,50,0.9507142857142857
85,52,0.9496428571428571
85,54,0.9491666666666667
85,56,0.9485714285714286
85,58,0.9479761904761905
85,60,0.9477380952380953
85,62,0.9472619047619047
85,64,0.9467857142857142
85,66,0.9464285714285714
85,68,0.945595238095238
85,70,0.9446428571428571
85,72,0.9451190476190476
85,74,0.9438095238095238
85,76,0.9442857142857143
85,78,0.9444047619047619
85,80,0.944047619047619
85,82,0.9435714285714286
85,84,0.9435714285714286
85,86,0.9430952380952381
85,88,0.9422619047619047
85,90,0.9425
85,92,0.9415476190476191
85,94,0.9414285714285714
85,96,0.940595238095238
85,98,0.9403571428571429
85,100,0.9398809523809524
85,102,0.9397619047619048
85,104,0.9394047619047619
85,106,0.9385714285714286
85,108,0.9386904761904762
85,110,0.9383333333333334
85,112,0.9377380952380953
85,114,0.9378571428571428
85,116,0.9377380952380953
85,118,0.9372619047619047
85,120,0.9367857142857143
85,122,0.9365476190476191
85,124,0.935952380952381
85,126,0.9355952380952381
85,128,0.9351190476190476
85,130,0.9346428571428571
85,132,0.9345238095238095
85,134,0.9338095238095238
85,136,0.9333333333333333
85,138,0.9334523809523809
85,140,0.9326190476190476
85,142,0.9322619047619047
85,144,0.9325
85,146,0.9321428571428572
85,148,0.9321428571428572
85,150,0.9316666666666666
90,1,0.9697619047619047
90,2,0.9633333333333334
90,4,0.971547619047619
90,6,0.971547619047619
90,8,0.9701190476190477
90,10,0.9686904761904762
90,12,0.9669047619047619
90,14,0.9660714285714286
90,16,0.9652380952380952
90,18,0.9636904761904762
90,20,0.9621428571428572
90,22,0.9621428571428572
90,24,0.9611904761904762
90,26,0.9604761904761905
90,28,0.9597619047619048
90,30,0.9586904761904762
90,32,0.9578571428571429
90,34,0.9575
90,36,0.9564285714285714
90,38,0.9548809523809524
90,40,0.9542857142857143
90,42,0.9535714285714286
90,44,0.9526190476190476
90,46,0.9514285714285714
90,48,0.9508333333333333
90,50,0.95
90,52,0.9494047619047619
90,54,0.949047619047619
90,56,0.9494047619047619
90,58,0.9484523809523809
90,60,0.9482142857142857
90,62,0.9472619047619047
90,64,0.9470238095238095
90,66,0.945952380952381
90,68,0.9452380952380952
90,70,0.9453571428571429
90,72,0.9445238095238095
90,74,0.9438095238095238
90,76,0.9438095238095238
90,78,0.9438095238095238
90,80,0.9434523809523809
90,82,0.9432142857142857
90,84,0.9429761904761905
90,86,0.9421428571428572
90,88,0.9419047619047619
90,90,0.9410714285714286
90,92,0.9410714285714286
90,94,0.9408333333333333
90,96,0.9396428571428571
90,98,0.94
90,100,0.9392857142857143
90,102,0.9395238095238095
90,104,0.9384523809523809
90,106,0.9384523809523809
90,108,0.9379761904761905
90,110,0.9377380952380953
90,112,0.9372619047619047
90,114,0.9371428571428572
90,116,0.9365476190476191
90,118,0.9371428571428572
90,120,0.9367857142857143
90,122,0.935952380952381
90,124,0.9354761904761905
90,126,0.9354761904761905
90,128,0.9347619047619048
90,130,0.9345238095238095
90,132,0.934047619047619
90,134,0.9338095238095238
90,136,0.9334523809523809
90,138,0.9328571428571428
90,140,0.9326190476190476
90,142,0.9323809523809524
90,144,0.9323809523809524
90,146,0.9320238095238095
90,148,0.9315476190476191
90,150,0.9310714285714285
95,1,0.9696428571428571
95,2,0.9639285714285715
95,4,0.9716666666666667
95,6,0.9714285714285714
95,8,0.9710714285714286
95,10,0.9680952380952381
95,12,0.9672619047619048
95,14,0.965952380952381
95,16,0.965
95,18,0.9636904761904762
95,20,0.9625
95,22,0.9626190476190476
95,24,0.9607142857142857
95,26,0.9603571428571429
95,28,0.9592857142857143
95,30,0.9583333333333334
95,32,0.9571428571428572
95,34,0.9571428571428572
95,36,0.9563095238095238
95,38,0.9552380952380952
95,40,0.954047619047619
95,42,0.9534523809523809
95,44,0.9523809523809523
95,46,0.9511904761904761
95,48,0.9501190476190476
95,50,0.950595238095238
95,52,0.9488095238095238
95,54,0.9488095238095238
95,56,0.9483333333333334
95,58,0.9479761904761905
95,60,0.9477380952380953
95,62,0.9470238095238095
95,64,0.9464285714285714
95,66,0.9458333333333333
95,68,0.9453571428571429
95,70,0.9447619047619048
95,72,0.9441666666666667
95,74,0.9439285714285715
95,76,0.944047619047619
95,78,0.9434523809523809
95,80,0.9433333333333334
95,82,0.9433333333333334
95,84,0.9428571428571428
95,86,0.9422619047619047
95,88,0.9416666666666667
95,90,0.9408333333333333
95,92,0.9403571428571429
95,94,0.9402380952380952
95,96,0.9397619047619048
95,98,0.9392857142857143
95,100,0.9388095238095238
95,102,0.9385714285714286
95,104,0.9384523809523809
95,106,0.9384523809523809
95,108,0.9383333333333334
95,110,0.9376190476190476
95,112,0.9369047619047619
95,114,0.9366666666666666
95,116,0.9371428571428572
95,118,0.9360714285714286
95,120,0.9360714285714286
95,122,0.9355952380952381
95,124,0.9354761904761905
95,126,0.9352380952380952
95,128,0.935
95,130,0.934404761904762
95,132,0.9338095238095238
95,134,0.9338095238095238
95,136,0.9336904761904762
95,138,0.9329761904761905
95,140,0.9326190476190476
95,142,0.9317857142857143
95,144,0.9311904761904762
95,146,0.9313095238095238
95,148,0.9303571428571429
95,150,0.9304761904761905
100,1,0.9697619047619047
100,2,0.9638095238095238
100,4,0.9719047619047619
100,6,0.9720238095238095
100,8,0.9707142857142858
100,10,0.9685714285714285
100,12,0.9671428571428572
100,14,0.9658333333333333
100,16,0.9648809523809524
100,18,0.9639285714285715
100,20,0.9616666666666667
100,22,0.9616666666666667
100,24,0.9607142857142857
100,26,0.9596428571428571
100,28,0.9594047619047619
100,30,0.9582142857142857
100,32,0.9572619047619048
100,34,0.9573809523809523
100,36,0.9558333333333333
100,38,0.9552380952380952
100,40,0.9542857142857143
100,42,0.9526190476190476
100,44,0.9519047619047619
100,46,0.9513095238095238
100,48,0.9502380952380952
100,50,0.9496428571428571
100,52,0.9492857142857143
100,54,0.9486904761904762
100,56,0.9476190476190476
100,58,0.9470238095238095
100,60,0.9464285714285714
100,62,0.9461904761904761
100,64,0.945952380952381
100,66,0.9457142857142857
100,68,0.9448809523809524
100,70,0.9439285714285715
100,72,0.9436904761904762
100,74,0.9439285714285715
100,76,0.944047619047619
100,78,0.9441666666666667
100,80,0.9433333333333334
100,82,0.9426190476190476
100,84,0.9417857142857143
100,86,0.9413095238095238
100,88,0.9403571428571429
100,90,0.9401190476190476
100,92,0.9402380952380952
100,94,0.9396428571428571
100,96,0.939047619047619
100,98,0.9389285714285714
100,100,0.9389285714285714
100,102,0.9384523809523809
100,104,0.9383333333333334
100,106,0.9379761904761905
100,108,0.9380952380952381
100,110,0.9371428571428572
100,112,0.9367857142857143
100,114,0.9366666666666666
100,116,0.9361904761904762
100,118,0.9354761904761905
100,120,0.935
100,122,0.9352380952380952
100,124,0.9347619047619048
100,126,0.9341666666666667
100,128,0.9333333333333333
100,130,0.9335714285714286
100,132,0.9336904761904762
100,134,0.9328571428571428
100,136,0.9328571428571428
100,138,0.9325
100,140,0.9320238095238095
100,142,0.9316666666666666
100,144,0.930952380952381
100,146,0.9310714285714285
100,148,0.9303571428571429
100,150,0.9301190476190476
105,1,0.9692857142857143
105,2,0.963452380952381
105,4,0.9722619047619048
105,6,0.9719047619047619
105,8,0.9707142857142858
105,10,0.9685714285714285
105,12,0.9673809523809523
105,14,0.9654761904761905
105,16,0.9642857142857143
105,18,0.964047619047619
105,20,0.9616666666666667
105,22,0.9611904761904762
105,24,0.9597619047619048
105,26,0.9586904761904762
105,28,0.9589285714285715
105,30,0.9580952380952381
105,32,0.9572619047619048
105,34,0.9566666666666667
105,36,0.955952380952381
105,38,0.9552380952380952
105,40,0.9538095238095238
105,42,0.9523809523809523
105,44,0.9520238095238095
105,46,0.9508333333333333
105,48,0.9495238095238095
105,50,0.9494047619047619
105,52,0.9486904761904762
105,54,0.9480952380952381
105,56,0.9469047619047619
105,58,0.9463095238095238
105,60,0.9464285714285714
105,62,0.9457142857142857
105,64,0.9454761904761905
105,66,0.9445238095238095
105,68,0.9444047619047619
105,70,0.944047619047619
105,72,0.9435714285714286
105,74,0.9433333333333334
105,76,0.9430952380952381
105,78,0.9426190476190476
105,80,0.9426190476190476
105,82,0.9425
105,84,0.9417857142857143
105,86,0.9415476190476191
105,88,0.9413095238095238
105,90,0.9403571428571429
105,92,0.9401190476190476
105,94,0.9395238095238095
105,96,0.9395238095238095
105,98,0.939047619047619
105,100,0.939047619047619
105,102,0.9389285714285714
105,104,0.9386904761904762
105,106,0.9382142857142857
105,108,0.9376190476190476
105,110,0.9376190476190476
105,112,0.9364285714285714
105,114,0.935952380952381
105,116,0.9358333333333333
105,118,0.935952380952381
105,120,0.9355952380952381
105,122,0.9352380952380952
105,124,0.9345238095238095
105,126,0.9338095238095238
105,128,0.9338095238095238
105,130,0.9332142857142857
105,132,0.9327380952380953
105,134,0.9325
105,136,0.9319047619047619
105,138,0.9320238095238095
105,140,0.9322619047619047
105,142,0.9315476190476191
105,144,0.9315476190476191
105,146,0.930952380952381
105,148,0.9308333333333333
105,150,0.9303571428571429
110,1,0.9701190476190477
110,2,0.9635714285714285
110,4,0.9719047619047619
110,6,0.9717857142857143
110,8,0.9704761904761905
110,10,0.9689285714285715
110,12,0.9669047619047619
110,14,0.9651190476190477
110,16,0.9641666666666666
110,18,0.9633333333333334
110,20,0.9625
110,22,0.9616666666666667
110,24,0.96
110,26,0.9596428571428571
110,28,0.9591666666666666
110,30,0.9576190476190476
110,32,0.9564285714285714
110,34,0.9560714285714286
110,36,0.9554761904761905
110,38,0.9551190476190476
110,40,0.9533333333333334
110,42,0.9516666666666667
110,44,0.9513095238095238
110,46,0.9502380952380952
110,48,0.9495238095238095
110,50,0.9492857142857143
110,52,0.9486904761904762
110,54,0.9475
110,56,0.9472619047619047
110,58,0.9469047619047619
110,60,0.9465476190476191
110,62,0.945952380952381
110,64,0.9454761904761905
110,66,0.9447619047619048
110,68,0.944047619047619
110,70,0.9438095238095238
110,72,0.9435714285714286
110,74,0.9432142857142857
110,76,0.9433333333333334
110,78,0.9432142857142857
110,80,0.9427380952380953
110,82,0.9416666666666667
110,84,0.9415476190476191
110,86,0.9413095238095238
110,88,0.9402380952380952
110,90,0.9404761904761905
110,92,0.9398809523809524
110,94,0.939047619047619
110,96,0.939047619047619
110,98,0.9389285714285714
110,100,0.939047619047619
110,102,0.9384523809523809
110,104,0.9384523809523809
110,106,0.9383333333333334
110,108,0.9378571428571428
110,110,0.9373809523809524
110,112,0.9369047619047619
110,114,0.9364285714285714
110,116,0.935952380952381
110,118,0.9351190476190476
110,120,0.9351190476190476
110,122,0.934404761904762
110,124,0.9334523809523809
110,126,0.9339285714285714
110,128,0.9333333333333333
110,130,0.9334523809523809
110,132,0.9335714285714286
110,134,0.9329761904761905
110,136,0.9325
110,138,0.9320238095238095
110,140,0.9314285714285714
110,142,0.9305952380952381
110,144,0.9308333333333333
110,146,0.9302380952380952
110,148,0.93
110,150,0.929404761904762
115,1,0.97
115,2,0.9630952380952381
115,4,0.9720238095238095
115,6,0.9716666666666667
115,8,0.9704761904761905
115,10,0.9685714285714285
115,12,0.9669047619047619
115,14,0.9646428571428571
115,16,0.9641666666666666
115,18,0.9638095238095238
115,20,0.9622619047619048
115,22,0.9613095238095238
115,24,0.96
115,26,0.959047619047619
115,28,0.9580952380952381
115,30,0.9571428571428572
115,32,0.9566666666666667
115,34,0.9554761904761905
115,36,0.9551190476190476
115,38,0.9544047619047619
115,40,0.9532142857142857
115,42,0.9515476190476191
115,44,0.9514285714285714
115,46,0.9497619047619048
115,48,0.9496428571428571
115,50,0.9489285714285715
115,52,0.9479761904761905
115,54,0.9470238095238095
115,56,0.9469047619047619
115,58,0.9465476190476191
115,60,0.9465476190476191
115,62,0.9452380952380952
115,64,0.945
115,66,0.9452380952380952
115,68,0.9445238095238095
115,70,0.9436904761904762
115,72,0.944047619047619
115,74,0.9430952380952381
115,76,0.9434523809523809
115,78,0.9432142857142857
115,80,0.9420238095238095
115,82,0.9425
115,84,0.9410714285714286
115,86,0.9404761904761905
115,88,0.9397619047619048
115,90,0.9394047619047619
115,92,0.9391666666666667
115,94,0.9385714285714286
115,96,0.9384523809523809
115,98,0.9379761904761905
115,100,0.9378571428571428
115,102,0.9377380952380953
115,104,0.9372619047619047
115,106,0.9372619047619047
115,108,0.9377380952380953
115,110,0.9372619047619047
115,112,0.9363095238095238
115,114,0.9360714285714286
115,116,0.9354761904761905
115,118,0.9346428571428571
115,120,0.9342857142857143
115,122,0.9335714285714286
115,124,0.9335714285714286
115,126,0.9333333333333333
115,128,0.9327380952380953
115,130,0.9326190476190476
115,132,0.9321428571428572
115,134,0.9319047619047619
115,136,0.9320238095238095
115,138,0.9311904761904762
115,140,0.9307142857142857
115,142,0.9303571428571429
115,144,0.9297619047619048
115,146,0.9292857142857143
115,148,0.9291666666666667
115,150,0.9291666666666667
120,1,0.9695238095238096
120,2,0.9636904761904762
120,4,0.9716666666666667
120,6,0.9710714285714286
120,8,0.9701190476190477
120,10,0.9679761904761904
120,12,0.9665476190476191
120,14,0.9651190476190477
120,16,0.963452380952381
120,18,0.9635714285714285
120,20,0.9619047619047619
120,22,0.9610714285714286
120,24,0.9592857142857143
120,26,0.9586904761904762
120,28,0.958452380952381
120,30,0.9570238095238095
120,32,0.9564285714285714
120,34,0.9560714285714286
120,36,0.9548809523809524
120,38,0.954047619047619
120,40,0.9529761904761904
120,42,0.9515476190476191
120,44,0.9508333333333333
120,46,0.9495238095238095
120,48,0.9494047619047619
120,50,0.9489285714285715
120,52,0.9479761904761905
120,54,0.9472619047619047
120,56,0.9469047619047619
120,58,0.9463095238095238
120,60,0.9458333333333333
120,62,0.9454761904761905
120,64,0.9442857142857143
120,66,0.9446428571428571
120,68,0.9445238095238095
120,70,0.944047619047619
120,72,0.9433333333333334
120,74,0.9434523809523809
120,76,0.9430952380952381
120,78,0.9428571428571428
120,80,0.9425
120,82,0.9421428571428572
120,84,0.9416666666666667
120,86,0.9413095238095238
120,88,0.9401190476190476
120,90,0.9402380952380952
120,92,0.9395238095238095
120,94,0.9389285714285714
120,96,0.9382142857142857
120,98,0.9379761904761905
120,100,0.9379761904761905
120,102,0.9375
120,104,0.9373809523809524
120,106,0.9371428571428572
120,108,0.9373809523809524
120,110,0.9364285714285714
120,112,0.9367857142857143
120,114,0.9360714285714286
120,116,0.9353571428571429
120,118,0.934404761904762
120,120,0.9347619047619048
120,122,0.9342857142857143
120,124,0.9338095238095238
120,126,0.9334523809523809
120,128,0.9327380952380953
120,130,0.9327380952380953
120,132,0.9321428571428572
120,134,0.9317857142857143
120,136,0.9319047619047619
120,138,0.930952380952381
120,140,0.9304761904761905
120,142,0.9303571428571429
120,144,0.9302380952380952
120,146,0.9298809523809524
120,148,0.9295238095238095
120,150,0.9291666666666667
125,1,0.9697619047619047
125,2,0.9636904761904762
125,4,0.9711904761904762
125,6,0.9707142857142858
125,8,0.9703571428571428
125,10,0.9678571428571429
125,12,0.9663095238095238
125,14,0.965
125,16,0.963452380952381
125,18,0.9630952380952381
125,20,0.9615476190476191
125,22,0.9607142857142857
125,24,0.959047619047619
125,26,0.9582142857142857
125,28,0.9576190476190476
125,30,0.9569047619047619
125,32,0.955595238095238
125,34,0.955595238095238
125,36,0.9547619047619048
125,38,0.9539285714285715
125,40,0.9525
125,42,0.9519047619047619
125,44,0.9507142857142857
125,46,0.9494047619047619
125,48,0.9488095238095238
125,50,0.9484523809523809
125,52,0.9476190476190476
125,54,0.9467857142857142
125,56,0.9465476190476191
125,58,0.945952380952381
125,60,0.945595238095238
125,62,0.945
125,64,0.945
125,66,0.9448809523809524
125,68,0.9451190476190476
125,70,0.9439285714285715
125,72,0.9433333333333334
125,74,0.9430952380952381
125,76,0.9432142857142857
125,78,0.9430952380952381
125,80,0.9419047619047619
125,82,0.9415476190476191
125,84,0.9413095238095238
125,86,0.9410714285714286
125,88,0.94
125,90,0.9395238095238095
125,92,0.9392857142857143
125,94,0.9379761904761905
125,96,0.9382142857142857
125,98,0.9382142857142857
125,100,0.9376190476190476
125,102,0.9372619047619047
125,104,0.9371428571428572
125,106,0.9370238095238095
125,108,0.9370238095238095
125,110,0.9366666666666666
125,112,0.9355952380952381
125,114,0.9352380952380952
125,116,0.9346428571428571
125,118,0.934404761904762
125,120,0.9341666666666667
125,122,0.9339285714285714
125,124,0.9333333333333333
125,126,0.9327380952380953
125,128,0.9320238095238095
125,130,0.9322619047619047
125,132,0.9320238095238095
125,134,0.9313095238095238
125,136,0.9310714285714285
125,138,0.9310714285714285
125,140,0.9313095238095238
125,142,0.9308333333333333
125,144,0.93
125,146,0.929404761904762
125,148,0.9291666666666667
125,150,0.9283333333333333
130,1,0.9697619047619047
130,2,0.9641666666666666
130,4,0.9708333333333333
130,6,0.9705952380952381
130,8,0.9701190476190477
130,10,0.968452380952381
130,12,0.9665476190476191
130,14,0.9653571428571428
130,16,0.9626190476190476
130,18,0.9632142857142857
130,20,0.9614285714285714
130,22,0.9608333333333333
130,24,0.9591666666666666
130,26,0.9582142857142857
130,28,0.9571428571428572
130,30,0.9566666666666667
130,32,0.955952380952381
130,34,0.955
130,36,0.9541666666666667
130,38,0.9530952380952381
130,40,0.9523809523809523
130,42,0.9510714285714286
130,44,0.9498809523809524
130,46,0.9484523809523809
130,48,0.9479761904761905
130,50,0.9477380952380953
130,52,0.9473809523809524
130,54,0.9465476190476191
130,56,0.9463095238095238
130,58,0.9458333333333333
130,60,0.9453571428571429
130,62,0.945595238095238
130,64,0.9448809523809524
130,66,0.9447619047619048
130,68,0.9442857142857143
130,70,0.9434523809523809
130,72,0.9428571428571428
130,74,0.9432142857142857
130,76,0.9429761904761905
130,78,0.9427380952380953
130,80,0.9420238095238095
130,82,0.9413095238095238
130,84,0.9408333333333333
130,86,0.94
130,88,0.9401190476190476
130,90,0.9395238095238095
130,92,0.9389285714285714
130,94,0.9383333333333334
130,96,0.9379761904761905
130,98,0.9377380952380953
130,100,0.9373809523809524
130,102,0.9373809523809524
130,104,0.9373809523809524
130,106,0.9370238095238095
130,108,0.9365476190476191
130,110,0.935952380952381
130,112,0.9354761904761905
130,114,0.935
130,116,0.9347619047619048
130,118,0.9345238095238095
130,120,0.9336904761904762
130,122,0.9333333333333333
130,124,0.9326190476190476
130,126,0.9316666666666666
130,128,0.9323809523809524
130,130,0.9314285714285714
130,132,0.9314285714285714
130,134,0.9313095238095238
130,136,0.9314285714285714
130,138,0.930952380952381
130,140,0.9303571428571429
130,142,0.93
130,144,0.9295238095238095
130,146,0.9288095238095239
130,148,0.9285714285714286
130,150,0.9279761904761905
135,1,0.9691666666666666
135,2,0.9632142857142857
135,4,0.9707142857142858
135,6,0.9698809523809524
135,8,0.9695238095238096
135,10,0.9683333333333334
135,12,0.9660714285714286
135,14,0.965
135,16,0.9630952380952381
135,18,0.9623809523809523
135,20,0.9613095238095238
135,22,0.9603571428571429
135,24,0.9594047619047619
135,26,0.9579761904761904
135,28,0.9575
135,30,0.9563095238095238
135,32,0.9547619047619048
135,34,0.9544047619047619
135,36,0.9535714285714286
135,38,0.9526190476190476
135,40,0.9525
135,42,0.950595238095238
135,44,0.9489285714285715
135,46,0.9484523809523809
135,48,0.9470238095238095
135,50,0.9470238095238095
135,52,0.9467857142857142
135,54,0.9463095238095238
135,56,0.9452380952380952
135,58,0.9448809523809524
135,60,0.9452380952380952
135,62,0.9448809523809524
135,64,0.945
135,66,0.9444047619047619
135,68,0.9444047619047619
135,70,0.9439285714285715
135,72,0.9432142857142857
135,74,0.9430952380952381
135,76,0.9426190476190476
135,78,0.9422619047619047
135,80,0.9417857142857143
135,82,0.9407142857142857
135,84,0.9404761904761905
135,86,0.9397619047619048
135,88,0.9394047619047619
135,90,0.9389285714285714
135,92,0.9388095238095238
135,94,0.9380952380952381
135,96,0.9382142857142857
135,98,0.9376190476190476
135,100,0.9375
135,102,0.9371428571428572
135,104,0.9366666666666666
135,106,0.9363095238095238
135,108,0.9363095238095238
135,110,0.9354761904761905
135,112,0.9348809523809524
135,114,0.9347619047619048
135,116,0.934404761904762
135,118,0.9339285714285714
135,120,0.9333333333333333
135,122,0.9332142857142857
135,124,0.9326190476190476
135,126,0.9320238095238095
135,128,0.9317857142857143
135,130,0.9317857142857143
135,132,0.9311904761904762
135,134,0.9317857142857143
135,136,0.9308333333333333
135,138,0.9302380952380952
135,140,0.9307142857142857
135,142,0.93
135,144,0.9291666666666667
135,146,0.9288095238095239
135,148,0.9283333333333333
135,150,0.9277380952380953
140,1,0.9692857142857143
140,2,0.9644047619047619
140,4,0.9708333333333333
140,6,0.97
140,8,0.9701190476190477
140,10,0.9677380952380953
140,12,0.9660714285714286
140,14,0.9651190476190477
140,16,0.9629761904761904
140,18,0.9622619047619048
140,20,0.9610714285714286
140,22,0.9604761904761905
140,24,0.9594047619047619
140,26,0.9573809523809523
140,28,0.9565476190476191
140,30,0.9557142857142857
140,32,0.9547619047619048
140,34,0.9546428571428571
140,36,0.9530952380952381
140,38,0.9519047619047619
140,40,0.9515476190476191
140,42,0.9507142857142857
140,44,0.9492857142857143
140,46,0.9480952380952381
140,48,0.9473809523809524
140,50,0.9466666666666667
140,52,0.9465476190476191
140,54,0.9463095238095238
140,56,0.9460714285714286
140,58,0.945
140,60,0.9451190476190476
140,62,0.9452380952380952
140,64,0.9445238095238095
140,66,0.9441666666666667
140,68,0.944047619047619
140,70,0.9433333333333334
140,72,0.9430952380952381
140,74,0.9430952380952381
140,76,0.9421428571428572
140,78,0.9417857142857143
140,80,0.9411904761904762
140,82,0.9407142857142857
140,84,0.9408333333333333
140,86,0.9398809523809524
140,88,0.9394047619047619
140,90,0.9384523809523809
140,92,0.9383333333333334
140,94,0.9383333333333334
140,96,0.9376190476190476
140,98,0.9372619047619047
140,100,0.9367857142857143
140,102,0.9364285714285714
140,104,0.9369047619047619
140,106,0.9363095238095238
140,108,0.9357142857142857
140,110,0.9355952380952381
140,112,0.9348809523809524
140,114,0.934404761904762
140,116,0.9339285714285714
140,118,0.934404761904762
140,120,0.9338095238095238
140,122,0.9329761904761905
140,124,0.9332142857142857
140,126,0.9323809523809524
