K,Accuracy
3,0.9671428571428572
4,0.9664880952380952
5,0.966875
6,0.9656547619047618
7,0.9653571428571428
1,0.9654166666666668
8,0.9640476190476188
9,0.9633333333333336
10,0.9629166666666668
11,0.9622321428571428
