train_size,knn,alpha,kfold,accuracy,recall,f1,cohen_kappa,precision,predict_time
6000,1,45,10,0.9383333333333334,0.9383333333333334,0.938229865824877,0.9313696394123757,0.9392749226788489,1.404155969619751
6000,1,45,10,0.9416666666666667,0.9416666666666667,0.9414369876936831,0.9351052685251282,0.9428244526724124,1.3774888515472412
6000,1,45,10,0.945,0.945,0.9445509361360399,0.9387084192344124,0.9447643242353445,1.354743480682373
6000,1,45,10,0.9533333333333334,0.9533333333333334,0.9532829415408126,0.9479766638177697,0.9541259353303853,1.3120696544647217
6000,1,45,10,0.945,0.945,0.9448629892024595,0.9387596036076161,0.9456368813924866,1.3860669136047363
6000,1,45,10,0.9433333333333334,0.9433333333333334,0.9432686283862959,0.9370174035733361,0.9444000359354734,1.4058327674865723
6000,1,45,10,0.9333333333333333,0.9333333333333333,0.9334349012541687,0.9258465084519532,0.9345070645350819,1.4069139957427979
6000,1,45,10,0.9516666666666667,0.9516666666666667,0.951701019432337,0.9461765224465555,0.9522100507349714,1.2226905822753906
6000,1,45,10,0.94,0.94,0.9402207098598055,0.9331778274131776,0.9418929182964969,1.336547613143921
6000,1,45,10,0.9533333333333334,0.9533333333333334,0.9532857036716077,0.9480471286761295,0.9537212924008698,0.7323343753814697
12000,1,45,10,0.9625,0.9625,0.9623381599856969,0.9582980668837227,0.9630160725410843,2.5617740154266357
12000,1,45,10,0.9583333333333334,0.9583333333333334,0.9581551658458924,0.9535917653228388,0.9584014543271513,2.44291353225708
12000,1,45,10,0.9633333333333334,0.9633333333333334,0.963405468531798,0.9592335600451828,0.9643107178951997,2.577892780303955
12000,1,45,10,0.9591666666666666,0.9591666666666666,0.9591485486210621,0.9545800040785303,0.9595547204229411,2.374375820159912
12000,1,45,10,0.9566666666666667,0.9566666666666667,0.9567703419273954,0.9517956134008194,0.9573775679037396,2.363319158554077
12000,1,45,10,0.9575,0.9575,0.9575012656722218,0.952712502057238,0.957802562216425,2.458226442337036
12000,1,45,10,0.9533333333333334,0.9533333333333334,0.9533182358868343,0.9481207273906347,0.9537483430714834,2.515178680419922
12000,1,45,10,0.9708333333333333,0.9708333333333333,0.9707636860117989,0.9675791339305977,0.9711054959411833,2.3841867446899414
12000,1,45,10,0.9575,0.9575,0.9572381997602734,0.9527080074925353,0.9578562464724231,2.513076066970825
12000,1,45,10,0.9516666666666667,0.9516666666666667,0.951519826415924,0.9462194847733916,0.9516578306538499,2.5179591178894043
18000,1,45,10,0.9672222222222222,0.9672222222222222,0.9671294893811261,0.9635479576044212,0.9672059266252154,5.382717132568359
18000,1,45,10,0.9666666666666667,0.9666666666666667,0.9666733526313268,0.9629406078632481,0.9669697343177138,5.763853549957275
18000,1,45,10,0.9638888888888889,0.9638888888888889,0.963978831582954,0.9598297743772327,0.9644696200580323,5.826797246932983
18000,1,45,10,0.9683333333333334,0.9683333333333334,0.9682993830126222,0.9647826046662019,0.9683827940337403,5.548137664794922
18000,1,45,10,0.9605555555555556,0.9605555555555556,0.9605348932344058,0.9561517875523228,0.9608000732102353,5.633167505264282
18000,1,45,10,0.9688888888888889,0.9688888888888889,0.9687951188259382,0.9654045742840669,0.9690651529730707,4.958599328994751
18000,1,45,10,0.965,0.965,0.9649519813203545,0.9610766193362019,0.9649557613985493,5.764907598495483
18000,1,45,10,0.9644444444444444,0.9644444444444444,0.9643869727340518,0.9604627641264107,0.9643993489297548,5.667632818222046
18000,1,45,10,0.9627777777777777,0.9627777777777777,0.9627453116698176,0.9585640342001329,0.9628700833196312,5.528909206390381
18000,1,45,10,0.9677777777777777,0.9677777777777777,0.9677018866976173,0.9641713597380803,0.9677653480017542,5.776994943618774
24000,1,45,10,0.9704166666666667,0.9704166666666667,0.9703861010881638,0.9671033071987385,0.9704634899897067,10.655222654342651
24000,1,45,10,0.9704166666666667,0.9704166666666667,0.9703875454335474,0.9671169242282464,0.9705291025433725,10.424351453781128
24000,1,45,10,0.9675,0.9675,0.9675308231555494,0.9638574105340589,0.9677936627917512,9.417863845825195
24000,1,45,10,0.96875,0.96875,0.9687586251748206,0.9652654558590519,0.9689527770742619,9.243316888809204
24000,1,45,10,0.9645833333333333,0.9645833333333333,0.96447097744783,0.9606118219754755,0.9647277733538021,9.559332847595215
24000,1,45,10,0.9691666666666666,0.9691666666666666,0.9691543253082091,0.965719308695888,0.9692372236617346,9.59494137763977
24000,1,45,10,0.9658333333333333,0.9658333333333333,0.9658058882096975,0.9619883125650066,0.9659389681182936,9.68916654586792
24000,1,45,10,0.9675,0.9675,0.9674812691340149,0.963861673606049,0.9675858960181084,9.028766870498657
24000,1,45,10,0.9691666666666666,0.9691666666666666,0.9691584625300177,0.9657247601746416,0.9693105707652688,8.849465608596802
24000,1,45,10,0.9654166666666667,0.9654166666666667,0.9653887935012629,0.9615355057018978,0.9655217181896133,7.923110723495483
30000,1,45,10,0.972,0.972,0.9719943125852833,0.9688744366365667,0.9720319901728375,14.622674942016602
30000,1,45,10,0.97,0.97,0.9700274729169358,0.966651309800686,0.9702057790915549,14.312010049819946
30000,1,45,10,0.9663333333333334,0.9663333333333334,0.9663342147409484,0.9625708189751866,0.9664901595467998,13.648733854293823
30000,1,45,10,0.9736666666666667,0.9736666666666667,0.9736071104926419,0.9707178102556113,0.9737660290941541,14.7446928024292
30000,1,45,10,0.9676666666666667,0.9676666666666667,0.9676494203585498,0.9640394809426549,0.9677638695820484,14.62992262840271
30000,1,45,10,0.971,0.971,0.9709383468361635,0.9677548678104011,0.9710432559025285,14.277023077011108
30000,1,45,10,0.9703333333333334,0.9703333333333334,0.970326327960488,0.9670157153438939,0.9703793184343091,8.033954381942749
30000,1,45,10,0.9673333333333334,0.9673333333333334,0.9673674227325795,0.9636817917180402,0.9674986583350431,13.105146169662476
30000,1,45,10,0.97,0.97,0.9700381930506664,0.9666588500192823,0.9702792404823339,11.577394723892212
30000,1,45,10,0.9656666666666667,0.9656666666666667,0.9655735282162187,0.9618345030420001,0.965667432457181,12.115969896316528
33600,1,45,10,0.9741071428571428,0.9741071428571428,0.9740922545375851,0.9712198455468982,0.9741342926751245,14.731815576553345
33600,1,45,10,0.9711309523809524,0.9711309523809524,0.9711376936272972,0.967902905106168,0.9712378011867746,15.340592622756958
33600,1,45,10,0.9696428571428571,0.9696428571428571,0.9696262054876859,0.9662602247113139,0.9697591392681685,15.2241051197052
33600,1,45,10,0.969047619047619,0.969047619047619,0.9690489409994638,0.9655910827494876,0.969264202164781,15.033620595932007
33600,1,45,10,0.9726190476190476,0.9726190476190476,0.9725964951664935,0.9695383330988006,0.9726795148370472,15.147638082504272
33600,1,45,10,0.9699404761904762,0.9699404761904762,0.9699133265362644,0.9665738655419558,0.9699550792178406,16.458967208862305
33600,1,45,10,0.96875,0.96875,0.9687829946949569,0.9652640449487985,0.9688588447597116,16.382980346679688
33600,1,45,10,0.969047619047619,0.969047619047619,0.9690779563508669,0.96560143736851,0.9692793890352633,15.18010687828064
33600,1,45,10,0.9666666666666667,0.9666666666666667,0.9665827810097196,0.9629453996051921,0.9666922095130775,14.424274444580078
