train_size,knn,alpha,kfold,accuracy,recall,f1,cohen_kappa,precision,predict_time
24000,1,85,10,0.9654166666666667,0.9654166666666667,0.9654462903416231,0.961556327988595,0.9658082293838962,5.901335954666138
24000,1,85,10,0.9654166666666667,0.9654166666666667,0.9653664859635582,0.9615356393927574,0.9657403524592922,5.954774618148804
30000,1,85,10,0.9703333333333334,0.9703333333333334,0.9703445283911333,0.9670207102528536,0.9704186633420245,8.11762285232544
30000,1,85,10,0.9713333333333334,0.9713333333333334,0.9713537118633486,0.968132773194771,0.9715209486056787,7.762969255447388
30000,1,85,10,0.965,0.965,0.9649839630806746,0.9610860572578518,0.9652760233469166,7.900457143783569
30000,1,85,10,0.97,0.97,0.9699297890474945,0.96664056393756,0.9701965306931161,8.017143726348877
30000,1,85,10,0.9693333333333334,0.9693333333333334,0.9693123570699345,0.9658911981124485,0.9693805188668184,7.928388833999634
30000,1,85,10,0.9663333333333334,0.9663333333333334,0.9662543355261719,0.9625641829669997,0.9663075714842022,6.1493895053863525
30000,1,85,10,0.9673333333333334,0.9673333333333334,0.9673161797337553,0.9636793419586248,0.9674305218694732,6.587534666061401
30000,1,85,10,0.9663333333333334,0.9663333333333334,0.9663137730778493,0.9625704768274193,0.9664639006603214,6.514788866043091
30000,1,85,10,0.9663333333333334,0.9663333333333334,0.9663852985990117,0.9625833631555043,0.966762971835819,6.616053819656372
30000,1,85,10,0.9656666666666667,0.9656666666666667,0.9655512669164183,0.961835087560684,0.9657295823304555,6.460492134094238
33600,1,85,10,0.9732142857142857,0.9732142857142857,0.9732054064775403,0.9702267991298428,0.9732841408382689,7.853790998458862
33600,1,85,10,0.9708333333333333,0.9708333333333333,0.9708509973739073,0.9675714611130825,0.9710242030427876,7.992889881134033
33600,1,85,10,0.9669642857142857,0.9669642857142857,0.9669173101550625,0.9632823615537499,0.96719664574153,7.9545464515686035
33600,1,85,10,0.9702380952380952,0.9702380952380952,0.9702304944230059,0.9669132711164969,0.9704475217832859,7.922152042388916
33600,1,85,10,0.96875,0.96875,0.9687093123439795,0.9652332819190598,0.9687926645586769,7.880800247192383
33600,1,85,10,0.9693452380952381,0.9693452380952381,0.9693131151991679,0.9659109008582262,0.9694060562255318,7.664336919784546
33600,1,85,10,0.96875,0.96875,0.9687646825689918,0.9652631625586516,0.96886853137688,7.756466388702393
33600,1,85,10,0.9660714285714286,0.9660714285714286,0.9661215112004891,0.9622941764958174,0.9665143038787526,7.795116424560547
33600,1,85,10,0.969047619047619,0.969047619047619,0.9689623150141969,0.965592671743218,0.9690648201792575,7.9850146770477295
33600,1,85,10,0.9723214285714286,0.9723214285714286,0.9722480023537685,0.9692315630125734,0.972268537062953,7.953165531158447
