train_size,knn,alpha,kfold,accuracy,recall,f1,cohen_kappa,precision,predict_time
18000,1,65,10,0.9677777777777777,0.9677777777777777,0.9677096925754748,0.9641700194353621,0.9677818942825852,5.903878688812256
24000,1,65,10,0.96875,0.96875,0.968732894581705,0.965249019732765,0.9688619121793869,12.287394523620605
24000,1,65,10,0.97125,0.97125,0.9712238826103953,0.9680430353790229,0.9713264618153418,9.89632534980774
24000,1,65,10,0.9666666666666667,0.9666666666666667,0.9667029757421229,0.9629309208055806,0.9671212238842636,9.281431198120117
24000,1,65,10,0.965,0.965,0.9649639435689557,0.9610953586338296,0.9652614181907634,8.627959489822388
24000,1,65,10,0.965,0.965,0.9649094850775151,0.9610755054102345,0.965122820004673,9.02817440032959
24000,1,65,10,0.9716666666666667,0.9716666666666667,0.9716829012723319,0.96849833776615,0.9718052201457251,9.460065364837646
24000,1,65,10,0.9645833333333333,0.9645833333333333,0.9644871264079196,0.9605958905763334,0.9645983870157709,8.568603277206421
24000,1,65,10,0.9645833333333333,0.9645833333333333,0.9645412981848824,0.9606167494261918,0.9647254832941248,7.833747386932373
24000,1,65,10,0.9675,0.9675,0.9675515282795841,0.963872602290037,0.9679355583443692,8.160816669464111
24000,1,65,10,0.965,0.965,0.9649349941802718,0.9610717698692796,0.9652228722950262,8.003422737121582
30000,1,65,10,0.9703333333333334,0.9703333333333334,0.970340896646087,0.9670208691199105,0.9703950021554993,10.850903987884521
30000,1,65,10,0.9716666666666667,0.9716666666666667,0.9716862180570857,0.9685036880328589,0.9718614941311998,16.482244729995728
30000,1,65,10,0.9663333333333334,0.9663333333333334,0.9663148884559819,0.9625698618704371,0.9664626969944523,12.354345321655273
30000,1,65,10,0.9713333333333334,0.9713333333333334,0.9712580717392779,0.9681229692292752,0.9714620514242197,11.35888147354126
30000,1,65,10,0.9703333333333334,0.9703333333333334,0.9703221717566494,0.9670033070842787,0.9703939974603768,12.045630931854248
30000,1,65,10,0.97,0.97,0.9699229271198417,0.9666412398783962,0.9700104662383343,12.981621265411377
30000,1,65,10,0.9683333333333334,0.9683333333333334,0.9683191224513157,0.9647905333233512,0.9684132415653912,12.050250053405762
30000,1,65,10,0.9676666666666667,0.9676666666666667,0.9676398023223283,0.9640537089469577,0.9677361266387012,11.7236328125
30000,1,65,10,0.968,0.968,0.9680331809317433,0.9644360979039649,0.9683138625549019,12.145399808883667
30000,1,65,10,0.9666666666666667,0.9666666666666667,0.9665612687646741,0.9629469203518116,0.9667195103467202,12.990582942962646
33600,1,65,10,0.9723214285714286,0.9723214285714286,0.9723140913790874,0.9692345590183414,0.9723827380107329,14.4278404712677
33600,1,65,10,0.9726190476190476,0.9726190476190476,0.9726387549917949,0.9695571696794846,0.9727518185231462,12.345029354095459
33600,1,65,10,0.968452380952381,0.968452380952381,0.9684228171778614,0.9649364265989337,0.9685683380500755,10.778086423873901
33600,1,65,10,0.9705357142857143,0.9705357142857143,0.9705311645588579,0.967244219043847,0.9706917868720083,12.38245701789856
33600,1,65,10,0.9702380952380952,0.9702380952380952,0.9701948246714173,0.9668896491130565,0.9702679896337628,13.551644802093506
33600,1,65,10,0.9702380952380952,0.9702380952380952,0.9701963362793489,0.966903360175759,0.9703185673968153,13.362415552139282
33600,1,65,10,0.96875,0.96875,0.9687725989064341,0.9652634806346858,0.9688956484446603,10.641118288040161
33600,1,65,10,0.9675595238095238,0.9675595238095238,0.9675893094470565,0.9639479158422449,0.9678729995147051,11.975990056991577
33600,1,65,10,0.9678571428571429,0.9678571428571429,0.9677783356807703,0.9642690772436027,0.9678893751821497,12.76896595954895
33600,1,65,10,0.975,0.975,0.9749432614414054,0.9722093972292698,0.974987240747067,12.298493146896362
