accuracy,alpha,cohen_kappa,f1,kfold,knn,precision,recall,train_size
0.9611111111111111,25,0.956749498242691,0.9610597747000073,10,1,0.9611531026280971,0.9611111111111111,18000
0.9672222222222222,25,0.9635475572229555,0.9671983195354714,10,3,0.967407858231341,0.9672222222222222,18000
0.9677777777777777,25,0.9641656781336496,0.9677786443474639,10,5,0.9680132259245774,0.9677777777777777,18000
0.9661111111111111,25,0.9623129031283723,0.9660856194250963,10,7,0.9662432934564795,0.9661111111111111,18000
0.9627777777777777,25,0.9586046968223099,0.9627566171273292,10,9,0.9629048378778636,0.9627777777777777,18000
0.9616666666666667,25,0.9573679625387276,0.9616636280247518,10,11,0.9619096879301277,0.9616666666666667,18000
0.9655555555555555,35,0.9616922549359839,0.9655491347685144,10,1,0.9656583461162055,0.9655555555555555,18000
0.9661111111111111,35,0.9623116354072918,0.9661028673979206,10,3,0.9662899452814323,0.9661111111111111,18000
0.9627777777777777,35,0.9586049099519495,0.9627279760555764,10,5,0.9628853295722483,0.9627777777777777,18000
0.9638888888888889,35,0.9598424864434069,0.9638394317347204,10,7,0.9639737614785371,0.9638888888888889,18000
0.9611111111111111,35,0.9567517398843692,0.9610419832876413,10,9,0.9612084290851708,0.9611111111111111,18000
0.96,35,0.9555154340162767,0.9599212149680705,10,11,0.9601094988768555,0.96,18000
0.9672222222222222,45,0.9635479576044212,0.9671294893811261,10,1,0.9672059266252154,0.9672222222222222,18000
0.9633333333333334,45,0.9592239227890562,0.9632989016326808,10,3,0.9634840750180177,0.9633333333333334,18000
0.9633333333333334,45,0.9592222712302483,0.9632618260012319,10,5,0.9633428880284726,0.9633333333333334,18000
0.9616666666666667,45,0.9573711816831999,0.9615833449500358,10,7,0.9618322435380797,0.9616666666666667,18000
0.9594444444444444,45,0.9548987693610933,0.9593642989033777,10,9,0.9597372511799002,0.9594444444444444,18000
0.9627777777777777,45,0.9586044552727317,0.9626962536319985,10,11,0.9629459019024591,0.9627777777777777,18000
0.9661111111111111,55,0.9623122045987348,0.966049712382257,10,1,0.966093729700448,0.9661111111111111,18000
0.9672222222222222,55,0.9635484705803207,0.9671564377609179,10,3,0.9672864839023396,0.9672222222222222,18000
0.9638888888888889,55,0.9598419351107453,0.9638190824375632,10,5,0.9642254934031491,0.9638888888888889,18000
