accuracy,alpha,cohen_kappa,f1,kfold,knn,precision,recall,train_size
0.9706666666666667,25,0.9673901563975511,0.9706430199055023,10,1,0.9706910159469943,0.9706666666666667,30000
0.9773333333333334,25,0.9748024275637727,0.9773492703673012,10,3,0.97741892120697,0.9773333333333334,30000
0.9756666666666667,25,0.972949033384969,0.9756614810348494,10,5,0.9757561413321766,0.9756666666666667,30000
0.9706666666666667,25,0.9673902651542008,0.9706367640211139,10,7,0.9707025586252709,0.9706666666666667,30000
0.9703333333333334,25,0.9670193659318697,0.97030709524497,10,9,0.9703921668821897,0.9703333333333334,30000
0.9693333333333334,25,0.9659076002088036,0.9693152040612139,10,11,0.9694507302679433,0.9693333333333334,30000
0.9726666666666667,35,0.9696145944808245,0.972693226494404,10,1,0.9728317565622542,0.9726666666666667,30000
0.976,35,0.9733196110493372,0.9760086759139972,10,3,0.9760931286057988,0.976,30000
0.974,35,0.971096166758813,0.9739905064420943,10,5,0.9740810530659928,0.974,30000
0.9726666666666667,35,0.969614320499007,0.9726511731108518,10,7,0.9728065740924203,0.9726666666666667,30000
0.9723333333333334,35,0.9692432429628169,0.9723415795988746,10,9,0.9725636211420212,0.9723333333333334,30000
0.9723333333333334,35,0.9692426388926461,0.972310441381348,10,11,0.9724937179976838,0.9723333333333334,30000
0.972,45,0.9688744366365667,0.9719943125852833,10,1,0.9720319901728375,0.972,30000
0.977,45,0.9744310002012169,0.9769940900630228,10,3,0.977084722733243,0.977,30000
0.9756666666666667,45,0.972948966557882,0.9756642961999654,10,5,0.9757540082501609,0.9756666666666667,30000
0.9753333333333334,45,0.9725776084561761,0.9753061641863524,10,7,0.9754150199032818,0.9753333333333334,30000
0.9723333333333334,45,0.9692425743051231,0.9723038823500674,10,9,0.9724583830231286,0.9723333333333334,30000
0.972,45,0.9688717414457199,0.971960951428654,10,11,0.9721862123757073,0.972,30000
0.9713333333333334,55,0.9681323598963288,0.9713235337221647,10,1,0.9713723426103713,0.9713333333333334,30000
0.9766666666666667,55,0.974060922000822,0.9766646467443116,10,3,0.9767187583474455,0.9766666666666667,30000
0.9743333333333334,55,0.9714670177252814,0.9743307000060252,10,5,0.9744628908531638,0.9743333333333334,30000
0.9743333333333334,55,0.9714661330792378,0.9743012605208774,10,7,0.9744511036000114,0.9743333333333334,30000
0.971,55,0.9677599502243277,0.9709655448787238,10,9,0.9712110147365873,0.971,30000
0.97,55,0.9666482161304297,0.9699653825988455,10,11,0.9702465529817378,0.97,30000
0.9703333333333334,65,0.9670208691199105,0.970340896646087,10,1,0.9703950021554993,0.9703333333333334,30000
0.9736666666666667,65,0.9707253552885757,0.9736364259347267,10,3,0.9736722086745422,0.9736666666666667,30000
0.9753333333333334,65,0.9725785636503416,0.9753107635593571,10,5,0.9754171856140333,0.9753333333333334,30000
0.9733333333333334,65,0.9703537904531794,0.9733148803038641,10,7,0.973533382666348,0.9733333333333334,30000
0.9706666666666667,65,0.967389076847764,0.970648053576893,10,9,0.9708808908597842,0.9706666666666667,30000
0.9703333333333334,65,0.9670179766850447,0.9702934936095744,10,11,0.9706049386666137,0.9703333333333334,30000
0.97,75,0.96665022646349,0.9700064839584621,10,1,0.9700786307085494,0.97,30000
0.973,75,0.9699846032131297,0.9729860774031348,10,3,0.9730421469160907,0.973,30000
0.975,75,0.9722081169838174,0.974995645451994,10,5,0.9751403214458304,0.975,30000
0.9713333333333334,75,0.9681308798063544,0.9713030170561617,10,7,0.9714693886377012,0.9713333333333334,30000
0.971,75,0.9677597311878031,0.9709794023321028,10,9,0.9712033014311334,0.971,30000
0.9696666666666667,75,0.9662760744312979,0.9696171616326237,10,11,0.9699305881424768,0.9696666666666667,30000
0.9703333333333334,85,0.9670207102528536,0.9703445283911333,10,1,0.9704186633420245,0.9703333333333334,30000
0.9733333333333334,85,0.9703548743874267,0.9733192955080453,10,3,0.9733931022209208,0.9733333333333334,30000
0.9723333333333334,85,0.9692431213908532,0.9723091477292681,10,5,0.9725230624243492,0.9723333333333334,30000
0.9696666666666667,85,0.9662778823547722,0.9696261381333009,10,7,0.9699359402206119,0.9696666666666667,30000
0.9696666666666667,85,0.9662775699394552,0.9696308270813694,10,9,0.9698831779907809,0.9696666666666667,30000
0.9693333333333334,85,0.9659058482587894,0.9692747784329538,10,11,0.9696772969840795,0.9693333333333334,30000
0.9716666666666667,95,0.9685026726408656,0.9716668262695647,10,1,0.9717528031305889,0.9716666666666667,30000
0.972,95,0.9688724681551144,0.9719777791101102,10,3,0.9720524805879669,0.972,30000
0.9723333333333334,95,0.9692427870629975,0.9723096431473736,10,5,0.972481030941718,0.9723333333333334,30000
0.9716666666666667,95,0.968500859555956,0.9716218360685572,10,7,0.9718761492746307,0.9716666666666667,30000
0.97,95,0.9666474869128444,0.969964350426691,10,9,0.9702866543199268,0.97,30000
0.9703333333333334,95,0.9670170069947416,0.970290581426995,10,11,0.9706889807560221,0.9703333333333334,30000
0.969,105,0.9655381203972083,0.9689982685494694,10,1,0.969118952294856,0.969,30000
0.972,105,0.968872783436467,0.9719700576667203,10,3,0.9720089398577344,0.972,30000
0.972,105,0.9688722413023855,0.9719746098497012,10,5,0.9721526802242897,0.972,30000
0.9713333333333334,105,0.9681302617493719,0.9713006427078409,10,7,0.971613196274147,0.9713333333333334,30000
0.97,105,0.9666474209932991,0.9699564744884471,10,9,0.9702953639986448,0.97,30000
