train_size,knn,alpha,kfold,accuracy,recall,f1,cohen_kappa,precision,predict_time
6000,1,105,10,0.94,0.94,0.9398037914948639,0.9332296744637508,0.9413832731745655,0.20700454711914062
6000,1,105,10,0.9416666666666667,0.9416666666666667,0.9414475351752238,0.9351060706725792,0.9430058406379866,0.20792770385742188
6000,1,105,10,0.9466666666666667,0.9466666666666667,0.9464008672553744,0.9405686834106147,0.9474338876763312,0.20742273330688477
6000,1,105,10,0.9433333333333334,0.9433333333333334,0.9433810627609781,0.9368151098611791,0.9451114348213149,0.20636272430419922
6000,1,105,10,0.945,0.945,0.944843017621396,0.9387573305619479,0.9458749980977943,0.2069687843322754
6000,1,105,10,0.9466666666666667,0.9466666666666667,0.9465755363677333,0.9407239092581844,0.9474903529686702,0.2077958583831787
6000,1,105,10,0.9266666666666666,0.9266666666666666,0.9266614858193333,0.9184331754520934,0.9277174764177505,0.20628833770751953
6000,1,105,10,0.95,0.95,0.949797349132231,0.9443165788106022,0.9507728846562823,0.2077927589416504
6000,1,105,10,0.9416666666666667,0.9416666666666667,0.9415462189145226,0.9350354057038913,0.9431545799275597,0.20760130882263184
6000,1,105,10,0.9483333333333334,0.9483333333333334,0.9484294075995012,0.9424647364513734,0.9492624723015795,0.20751643180847168
12000,1,105,10,0.9575,0.9575,0.9574076886045204,0.9527385755931811,0.9578903839597172,0.9581968784332275
12000,1,105,10,0.9541666666666667,0.9541666666666667,0.9539801535105213,0.9489488885554237,0.9544710938214221,0.9652369022369385
12000,1,105,10,0.9616666666666667,0.9616666666666667,0.9616658517181006,0.9573792237613916,0.9624095553282633,0.9600212574005127
12000,1,105,10,0.9625,0.9625,0.9624188217528308,0.9582896597749341,0.9627132531958182,0.9648721218109131
12000,1,105,10,0.9575,0.9575,0.9575306774189947,0.952718931818691,0.9582676335319116,0.9609119892120361
12000,1,105,10,0.9508333333333333,0.9508333333333333,0.9508827941593855,0.945283101984415,0.9517742753459083,0.9614613056182861
12000,1,105,10,0.95,0.95,0.9499150320482589,0.9444136060051834,0.9507635785056262,0.9576096534729004
12000,1,105,10,0.9691666666666666,0.9691666666666666,0.9690813189210439,0.9657251636739228,0.9696364076537858,0.9629237651824951
12000,1,105,10,0.9575,0.9575,0.9573008114149398,0.9527095788602545,0.9580231154408785,0.9708874225616455
12000,1,105,10,0.9466666666666667,0.9466666666666667,0.9465098824390759,0.9406587802597723,0.94724123203704,2.031228542327881
18000,1,105,10,0.9666666666666667,0.9666666666666667,0.9665700911982539,0.9629290193695874,0.9667224116346477,4.650324106216431
18000,1,105,10,0.965,0.965,0.9649869986110089,0.9610879720656934,0.9652366860084192,4.704395532608032
18000,1,105,10,0.9672222222222222,0.9672222222222222,0.9672333013261702,0.963534227008021,0.9674517681835187,4.7023303508758545
18000,1,105,10,0.9633333333333334,0.9633333333333334,0.9632996015741422,0.9592210954627977,0.9635885108936417,4.676172494888306
18000,1,105,10,0.9577777777777777,0.9577777777777777,0.9577590008632492,0.9530650447117206,0.9585468091316228,4.605738639831543
18000,1,105,10,0.9655555555555555,0.9655555555555555,0.9654705212080661,0.9616961467902504,0.9660330601256478,4.642621040344238
18000,1,105,10,0.9594444444444444,0.9594444444444444,0.95937275206907,0.9548968032680252,0.9595358276936204,4.669325351715088
18000,1,105,10,0.9616666666666667,0.9616666666666667,0.9616537203384674,0.9573737566487673,0.9620374249264889,4.715066909790039
18000,1,105,10,0.9655555555555555,0.9655555555555555,0.9655210555023893,0.9616537276631245,0.9658222829812272,4.669130086898804
18000,1,105,10,0.9638888888888889,0.9638888888888889,0.9637783491986581,0.9598453117857099,0.9638720722700505,4.6711273193359375
24000,1,105,10,0.9666666666666667,0.9666666666666667,0.9666409591393588,0.9629324666223272,0.9667989952061279,8.308287382125854
24000,1,105,10,0.9720833333333333,0.9720833333333333,0.9720332694654511,0.9689688810753595,0.9721189869069566,8.353525400161743
24000,1,105,10,0.9683333333333334,0.9683333333333334,0.9683674023672747,0.964782525336212,0.9686907009106197,8.315544366836548
24000,1,105,10,0.9633333333333334,0.9633333333333334,0.9633124384826444,0.9592431341952613,0.9637778216017345,8.309028387069702
24000,1,105,10,0.965,0.965,0.964925928678969,0.9610757834801841,0.9652585629154679,8.300305366516113
24000,1,105,10,0.9704166666666667,0.9704166666666667,0.9704432570566707,0.9671089902672336,0.9707507847094545,8.427743911743164
24000,1,105,10,0.9641666666666666,0.9641666666666666,0.9641054562834578,0.9601321511022378,0.9644167744926373,8.49571704864502
24000,1,105,10,0.9633333333333334,0.9633333333333334,0.9632606537784681,0.9592272167594672,0.9633541628085752,9.099042415618896
24000,1,105,10,0.9654166666666667,0.9654166666666667,0.9654243319211783,0.9615566692713696,0.965748150059862,9.278456687927246
24000,1,105,10,0.9645833333333333,0.9645833333333333,0.9645372639847661,0.960609160030887,0.9650036576753884,8.995856761932373
30000,1,105,10,0.969,0.969,0.9689982685494694,0.9655381203972083,0.969118952294856,13.707252264022827
30000,1,105,10,0.9726666666666667,0.9726666666666667,0.9726842325192369,0.9696139639399275,0.9728609598298192,13.59050726890564
30000,1,105,10,0.9656666666666667,0.9656666666666667,0.9656365835428464,0.9618263367638568,0.9659353180306739,13.5787935256958
30000,1,105,10,0.969,0.969,0.9689242290555503,0.965528297375888,0.9692379411122688,13.684113264083862
