accuracy,alpha,cohen_kappa,f1,kfold,knn,precision,recall,train_size
0.935,25,0.9276692817003283,0.9350976127721151,10,1,0.9356591279296071,0.935,6000
0.945,25,0.938795003446645,0.9449823289564346,10,3,0.9454440162755194,0.945,6000
0.9466666666666667,25,0.9406586885570172,0.9466265073594053,10,5,0.947399257928404,0.9466666666666667,6000
0.95,25,0.9443692398983812,0.9500765126565782,10,7,0.9512221936468909,0.95,6000
0.945,25,0.9388012462291677,0.9448929881965016,10,9,0.9464145251285501,0.945,6000
0.9433333333333334,25,0.9369352380540193,0.9431085017664003,10,11,0.9437377343999053,0.9433333333333334,6000
0.935,35,0.9276708467147419,0.9350999925148452,10,1,0.9360297906165056,0.935,6000
0.955,35,0.9499279828395161,0.9549508604421302,10,3,0.9557675707368969,0.955,6000
0.95,35,0.9443572020328169,0.9498145877639259,10,5,0.9508518497679961,0.95,6000
0.9466666666666667,35,0.9406502506908682,0.946752652941617,10,7,0.9479183317179597,0.9466666666666667,6000
0.9483333333333334,35,0.9425065298363291,0.9482624099790832,10,9,0.9494650362678289,0.9483333333333334,6000
0.9466666666666667,35,0.9406552036422868,0.9466430776399053,10,11,0.9479813910964789,0.9466666666666667,6000
0.9383333333333334,45,0.9313696394123757,0.938229865824877,10,1,0.9392749226788489,0.9383333333333334,6000
0.9516666666666667,45,0.9462229337553082,0.9515447679985167,10,3,0.9523306558757004,0.9516666666666667,6000
0.955,45,0.949927208998266,0.9549796132938585,10,5,0.956155144368689,0.955,6000
0.9483333333333334,45,0.9425024421005774,0.9484132937324398,10,7,0.9497986947681493,0.9483333333333334,6000
0.95,45,0.9443582340539972,0.949978665847561,10,9,0.9512717899140313,0.95,6000
0.9466666666666667,45,0.9406539196231524,0.9466007023388846,10,11,0.9477581944158466,0.9466666666666667,6000
0.9383333333333334,55,0.9313743067877611,0.9383042399929191,10,1,0.9389113921632454,0.9383333333333334,6000
0.95,55,0.9443587500502317,0.9499565420192821,10,3,0.9508820181495842,0.95,6000
0.9483333333333334,55,0.942511505425863,0.9482029513451001,10,5,0.9495674141375523,0.9483333333333334,6000
0.95,55,0.9443615018685262,0.9499847872350059,10,7,0.9513230271442613,0.95,6000
0.95,55,0.9443647692992434,0.9500299280032027,10,9,0.9516951420479097,0.95,6000
0.9516666666666667,55,0.9462201081161274,0.9517078439518345,10,11,0.9535733069612379,0.9516666666666667,6000
0.945,65,0.9387883809217604,0.9449082189164341,10,1,0.9458833835445316,0.945,6000
0.9466666666666667,65,0.9406535527503369,0.9465414558140672,10,3,0.9474670560140481,0.9466666666666667,6000
0.9483333333333334,65,0.9425091954378265,0.9482918416761883,10,5,0.9496860781790653,0.9483333333333334,6000
0.9466666666666667,65,0.9406531858729854,0.9467643735985298,10,7,0.9484753063239941,0.9466666666666667,6000
0.9483333333333334,65,0.9425155918730646,0.9483962533923229,10,9,0.9499228261469334,0.9483333333333334,6000
0.9483333333333334,65,0.9425168354590773,0.948421421328919,10,11,0.9503591252256869,0.9483333333333334,6000
0.9383333333333334,75,0.9313753674663601,0.9382065915437943,10,1,0.9391842266421323,0.9383333333333334,6000
0.945,75,0.9388001112725249,0.9448803019632567,10,3,0.9458404632621996,0.945,6000
0.95,75,0.9443608139394708,0.9499128483133868,10,5,0.9511098218350518,0.95,6000
0.945,75,0.9387963277796668,0.9449658384131169,10,7,0.9464989463524849,0.945,6000
0.945,75,0.9388069203810042,0.9449808863910797,10,9,0.9464983703363304,0.945,6000
0.9466666666666667,75,0.9406645569620253,0.9468122327337144,10,11,0.9487474293156453,0.9466666666666667,6000
0.9383333333333334,85,0.9313808824665791,0.9383020521002455,10,1,0.9395422420638408,0.9383333333333334,6000
0.9483333333333334,85,0.9425065298363291,0.948195745368836,10,3,0.9491570339465356,0.9483333333333334,6000
0.9483333333333334,85,0.9425152365528922,0.9482266543597347,10,5,0.9497406862145948,0.9483333333333334,6000
0.9483333333333334,85,0.9425081292268889,0.9484067748746736,10,7,0.9498271714168254,0.9483333333333334,6000
0.9433333333333334,85,0.9369541434107809,0.943435756193749,10,9,0.9455200712197442,0.9433333333333334,6000
0.9416666666666667,85,0.93509885063155,0.9416850020982038,10,11,0.9439907668882738,0.9416666666666667,6000
0.94,95,0.9332354532107257,0.9399687187669121,10,1,0.9412089087305074,0.94,6000
0.95,95,0.9443623617559239,0.9499157252445197,10,3,0.9507482143450369,0.95,6000
0.9483333333333334,95,0.9425152365528922,0.9482266543597347,10,5,0.9497406862145948,0.9483333333333334,6000
0.9466666666666667,95,0.9406533693122282,0.9467271013407849,10,7,0.9479832176627083,0.9466666666666667,6000
