accuracy,alpha,cohen_kappa,f1,kfold,knn,precision,recall,train_size
0.9633333333333334,25,0.959226768090081,0.9633159676791051,10,1,0.963486295009637,0.9633333333333334,24000
0.97,25,0.966641068319787,0.9700275792612435,10,3,0.970141292180157,0.97,24000
0.9716666666666667,25,0.9684945734219295,0.9716749407763857,10,5,0.9718406080923555,0.9716666666666667,24000
0.9679166666666666,25,0.9643228366279366,0.967871810992667,10,7,0.9680484585654612,0.9679166666666666,24000
0.9695833333333334,25,0.9661767246829792,0.9695632343566513,10,9,0.9697164693743235,0.9695833333333334,24000
0.9675,25,0.9638596573192785,0.9674848239008981,10,11,0.9676373609425442,0.9675,24000
0.97,35,0.9666391684349388,0.970014450630027,10,1,0.9701958400486204,0.97,24000
0.9720833333333333,35,0.9689569476494058,0.9721002737548005,10,3,0.9722008380754028,0.9720833333333333,24000
0.9716666666666667,35,0.9684938678873748,0.9716592347012548,10,5,0.9718059012518924,0.9716666666666667,24000
0.9666666666666667,35,0.9629335400303288,0.9666283037152931,10,7,0.9668501958926665,0.9666666666666667,24000
0.9654166666666667,35,0.9615430058079328,0.9653796354339181,10,9,0.9656220101310408,0.9654166666666667,24000
0.9654166666666667,35,0.9615426420089105,0.9653698327231852,10,11,0.9655475630422619,0.9654166666666667,24000
0.9704166666666667,45,0.9671033071987385,0.9703861010881638,10,1,0.9704634899897067,0.9704166666666667,24000
0.9729166666666667,45,0.9698838559320888,0.9729061366643608,10,3,0.9729957730676096,0.9729166666666667,24000
0.9683333333333334,45,0.964787223321978,0.9683037818574831,10,5,0.9684286777095675,0.9683333333333334,24000
0.9691666666666666,45,0.9657119027577206,0.9691141868754136,10,7,0.9692286550151045,0.9691666666666666,24000
0.9645833333333333,45,0.9606154872646124,0.9645151578794887,10,9,0.9647416234612153,0.9645833333333333,24000
0.965,45,0.9610782483590022,0.964922669246661,10,11,0.9651446080581824,0.965,24000
0.96875,55,0.9652488587146016,0.9687224929444553,10,1,0.9688002744711631,0.96875,24000
0.9758333333333333,55,0.9731270084761894,0.9758323413252972,10,3,0.9759159388864399,0.9758333333333333,24000
0.9725,55,0.9694207313541752,0.9724520421582689,10,5,0.9725662452513457,0.9725,24000
0.9683333333333334,55,0.9647863055795751,0.968327852254439,10,7,0.9686087169646811,0.9683333333333334,24000
0.9670833333333333,55,0.9633960015923512,0.9670380547523985,10,9,0.9672877219320735,0.9670833333333333,24000
0.9641666666666666,55,0.9601522554518434,0.9641177994732391,10,11,0.9644252526722071,0.9641666666666666,24000
0.96875,65,0.965249019732765,0.968732894581705,10,1,0.9688619121793869,0.96875,24000
0.97125,65,0.9680304374945825,0.9712243659293093,10,3,0.9713143978879769,0.97125,24000
0.9720833333333333,65,0.968956737893707,0.9720463713212647,10,5,0.9722159728334115,0.9720833333333333,24000
0.96875,65,0.9652486842765742,0.9686953303937442,10,7,0.9689346469149543,0.96875,24000
0.965,65,0.9610790373548572,0.9649551609354772,10,9,0.9653165930520958,0.965,24000
0.9641666666666666,65,0.9601518861826666,0.9640784932338707,10,11,0.9643498162172436,0.9641666666666666,24000
0.9695833333333334,75,0.9661758039617555,0.9695663281944711,10,1,0.9696722174328107,0.9695833333333334,24000
0.9708333333333333,75,0.9675665782855924,0.970790767484324,10,3,0.9708916877201905,0.9708333333333333,24000
0.9716666666666667,75,0.9684923533142396,0.9716298509876619,10,5,0.9718346687363328,0.9716666666666667,24000
0.96625,75,0.9624688833450264,0.9661975511845313,10,7,0.9665411006829617,0.96625,24000
0.965,75,0.9610786541322943,0.9649503108398464,10,9,0.9652547222073218,0.965,24000
0.9654166666666667,75,0.9615414911707604,0.9653304856749687,10,11,0.9656373618527128,0.9654166666666667,24000
0.97,85,0.9666385179161584,0.9699652996076155,10,1,0.9700463638036108,0.97,24000
0.96875,85,0.9652501669439897,0.9686989089104237,10,3,0.9688688299056031,0.96875,24000
0.9675,85,0.9638591619341217,0.9674571805933133,10,5,0.9678291405280766,0.9675,24000
0.9670833333333333,85,0.963395923858116,0.9670265715351187,10,7,0.9673667888548649,0.9670833333333333,24000
0.9654166666666667,85,0.9615422485042598,0.9653591859887105,10,9,0.9657538482419761,0.9654166666666667,24000
0.96625,85,0.9624675210840244,0.9661883074610955,10,11,0.9665033396788326,0.96625,24000
0.9675,95,0.9638588828379118,0.9674828685242431,10,1,0.9676171922776399,0.9675,24000
0.9704166666666667,95,0.9671030531610028,0.9703763683110613,10,3,0.9705080652214605,0.9704166666666667,24000
0.9691666666666666,95,0.9657122734616086,0.9691218000870799,10,5,0.9694360372865212,0.9691666666666666,24000
0.965,95,0.9610799765939304,0.9649728558987389,10,7,0.9654829865469262,0.965,24000
0.9654166666666667,95,0.9615418846909093,0.9653765345001943,10,9,0.9657614279068624,0.9654166666666667,24000
