train_size,knn,alpha,kfold,accuracy,recall,f1,cohen_kappa,precision,predict_time
6000,1,35,10,0.935,0.935,0.9350999925148452,0.9276708467147419,0.9360297906165056,0.7624075412750244
6000,1,35,10,0.9283333333333333,0.9283333333333333,0.9280476719290432,0.9202721870451575,0.9290858440436032,1.1748156547546387
6000,1,35,10,0.95,0.95,0.9497352804650857,0.9442898660171278,0.9499047361563421,1.1796724796295166
6000,1,35,10,0.9516666666666667,0.9516666666666667,0.9515474110099187,0.9461201891367154,0.9525554818643631,1.2122342586517334
6000,1,35,10,0.95,0.95,0.9498738189864158,0.9443353485998794,0.9503430681328604,1.2054686546325684
6000,1,35,10,0.9466666666666667,0.9466666666666667,0.9466538150166983,0.9407195168640624,0.9472330628654416,1.2133684158325195
6000,1,35,10,0.9333333333333333,0.9333333333333333,0.933291350245165,0.9258485704222306,0.9344240622549526,1.2140345573425293
6000,1,35,10,0.95,0.95,0.9499659286493454,0.9443186458294666,0.9508382415233537,1.2140278816223145
6000,1,35,10,0.9383333333333334,0.9383333333333334,0.9387726260641387,0.9313280293000409,0.9406363985770344,1.209679126739502
6000,1,35,10,0.9516666666666667,0.9516666666666667,0.9517185075680792,0.9461939984662198,0.9522523428815295,1.2188177108764648
12000,1,35,10,0.9616666666666667,0.9616666666666667,0.9616610648358551,0.9573708634485273,0.9619574392631144,4.811747789382935
12000,1,35,10,0.9583333333333334,0.9583333333333334,0.9582765526573911,0.9535966824721522,0.958410501927357,4.885509014129639
12000,1,35,10,0.9658333333333333,0.9658333333333333,0.9659042149240785,0.9620146444354543,0.9666858480065161,4.772475481033325
12000,1,35,10,0.96,0.96,0.9599842657978669,0.9555081112729779,0.9603534124861718,5.018664836883545
12000,1,35,10,0.9566666666666667,0.9566666666666667,0.9567196832942032,0.95179546444761,0.9571055197272894,2.2814714908599854
12000,1,35,10,0.9566666666666667,0.9566666666666667,0.9567316824557067,0.9517868980895559,0.9570392739568505,2.1615681648254395
12000,1,35,10,0.9558333333333333,0.9558333333333333,0.9557979441606205,0.9509008838612903,0.9561424490831164,2.1727428436279297
12000,1,35,10,0.9725,0.9725,0.9724997109155114,0.969432155982459,0.9727660038820571,2.2428457736968994
12000,1,35,10,0.9608333333333333,0.9608333333333333,0.960686484123492,0.9564207866666151,0.9609214250629725,2.168914794921875
12000,1,35,10,0.95,0.95,0.9498432725603104,0.9443645973387732,0.9499548374308093,2.19338059425354
18000,1,35,10,0.9655555555555555,0.9655555555555555,0.9655491347685144,0.9616922549359839,0.9656583461162055,4.820089817047119
18000,1,35,10,0.9672222222222222,0.9672222222222222,0.9673090281387206,0.9635602650424564,0.9677612505982824,5.07923436164856
18000,1,35,10,0.9633333333333334,0.9633333333333334,0.963385722699264,0.9592111407146977,0.9637385162463833,5.053477764129639
18000,1,35,10,0.9627777777777777,0.9627777777777777,0.9627497343391062,0.9586046826135891,0.9628337396837575,5.0976386070251465
18000,1,35,10,0.9644444444444444,0.9644444444444444,0.9644247963645755,0.9604755830366143,0.9645510309034823,4.74495530128479
18000,1,35,10,0.975,0.975,0.9750099907443278,0.9722011252023569,0.9752582288130196,4.996560573577881
18000,1,35,10,0.9655555555555555,0.9655555555555555,0.9655454197566438,0.9616956077630235,0.9655907549295364,4.93039083480835
18000,1,35,10,0.9644444444444444,0.9644444444444444,0.9644481799510067,0.9604641074497702,0.9645574432135713,4.16042423248291
18000,1,35,10,0.9638888888888889,0.9638888888888889,0.9638800074269898,0.9598022821996604,0.9640075653954396,4.774141550064087
18000,1,35,10,0.9666666666666667,0.9666666666666667,0.9665937343071365,0.9629372122057369,0.9666514098373401,4.930526256561279
24000,1,35,10,0.97,0.97,0.970014450630027,0.9666391684349388,0.9701958400486204,9.21964430809021
24000,1,35,10,0.97125,0.97125,0.9712157412101863,0.9680426838587765,0.9712513716637248,9.306438684463501
