train_size,knn,alpha,kfold,accuracy,recall,f1,cohen_kappa,precision,predict_time
6000,1,25,10,0.935,0.935,0.9350976127721151,0.9276692817003283,0.9356591279296071,0.5872275829315186
6000,1,25,10,0.9216666666666666,0.9216666666666666,0.9212866343287696,0.912834097322894,0.9221164557134146,0.9943516254425049
6000,1,25,10,0.9516666666666667,0.9516666666666667,0.9513363184410745,0.9461410361969381,0.9516986878936945,0.985417366027832
6000,1,25,10,0.9533333333333334,0.9533333333333334,0.9531867718417152,0.9479729583257203,0.9536968174818776,0.9977133274078369
6000,1,25,10,0.95,0.95,0.9498488729256913,0.9443381027333084,0.9508052931473701,0.986478328704834
6000,1,25,10,0.9466666666666667,0.9466666666666667,0.9469058428760295,0.9407222621866693,0.9481282510355631,0.9916996955871582
6000,1,25,10,0.92,0.92,0.9198994579961137,0.9110224081414496,0.9206007963745194,0.9883179664611816
6000,1,25,10,0.945,0.945,0.9452100004527482,0.9387357282094124,0.9463459381498172,0.9617593288421631
6000,1,25,10,0.9383333333333334,0.9383333333333334,0.9384778865265933,0.9313307907166652,0.9390198038127535,0.9943721294403076
6000,1,25,10,0.935,0.935,0.9350249595636914,0.9276422186008974,0.9360453977161481,0.9901578426361084
12000,1,25,10,0.9525,0.9525,0.9524823240972735,0.9471715950007646,0.9528989707912023,4.1533801555633545
12000,1,25,10,0.9583333333333334,0.9583333333333334,0.9582379407723842,0.953597615536137,0.958589313922111,4.1469810009002686
12000,1,25,10,0.9616666666666667,0.9616666666666667,0.9617203485890727,0.9573824814204605,0.9622964188952754,4.158965349197388
12000,1,25,10,0.96,0.96,0.9600550147362128,0.9555079394382723,0.9602777245242616,4.033379316329956
12000,1,25,10,0.9525,0.9525,0.9526530046066978,0.9471682082375886,0.9534841470584621,4.0819830894470215
12000,1,25,10,0.9583333333333334,0.9583333333333334,0.9583044396159847,0.9536413556194789,0.9586040700680445,4.121963262557983
12000,1,25,10,0.9566666666666667,0.9566666666666667,0.9565623192538648,0.9518286582428577,0.9569982568508291,4.16595458984375
12000,1,25,10,0.9683333333333334,0.9683333333333334,0.9683360207892753,0.9648006916355327,0.9684904021586268,4.07209324836731
12000,1,25,10,0.9583333333333334,0.9583333333333334,0.9581141345562374,0.9536385257669346,0.9584282259231376,4.380076885223389
12000,1,25,10,0.9508333333333333,0.9508333333333333,0.9508190483639897,0.9452961656320843,0.9514440339270781,1.56292724609375
18000,1,25,10,0.9611111111111111,0.9611111111111111,0.9610597747000073,0.956749498242691,0.9611531026280971,3.894106864929199
18000,1,25,10,0.9616666666666667,0.9616666666666667,0.9617342962968345,0.9573836147204269,0.9619567267169569,3.71531081199646
18000,1,25,10,0.9611111111111111,0.9611111111111111,0.9611287420035651,0.9567390737835697,0.9613368456860675,3.8899595737457275
18000,1,25,10,0.96,0.96,0.9599768892650868,0.9555207012353645,0.9600722988467828,3.728560209274292
18000,1,25,10,0.9644444444444444,0.9644444444444444,0.9643971997982694,0.9604757050815137,0.964588716721531,3.803373098373413
18000,1,25,10,0.9638888888888889,0.9638888888888889,0.9638202293202234,0.9598460421753836,0.9640400991956583,3.832644462585449
18000,1,25,10,0.9616666666666667,0.9616666666666667,0.9616156767214833,0.9573696307015545,0.9617363867633053,3.7516703605651855
18000,1,25,10,0.9633333333333334,0.9633333333333334,0.9633658213932625,0.9592296042491812,0.9635534999127651,3.840848207473755
18000,1,25,10,0.96,0.96,0.9599622140022679,0.9554741538800874,0.9599861743261754,3.819842576980591
18000,1,25,10,0.9622222222222222,0.9622222222222222,0.9621425514520192,0.9579956801439677,0.9621523340811351,3.7482709884643555
24000,1,25,10,0.9633333333333334,0.9633333333333334,0.9633159676791051,0.959226768090081,0.963486295009637,7.225739479064941
24000,1,25,10,0.9675,0.9675,0.9674837404554415,0.9638748959859452,0.9675474458662321,6.062646865844727
24000,1,25,10,0.965,0.965,0.9651140848700607,0.9610774217576055,0.9655913661513169,7.204564332962036
24000,1,25,10,0.9658333333333333,0.9658333333333333,0.965788250711092,0.9620234551477322,0.9659716979175897,7.080307722091675
24000,1,25,10,0.96125,0.96125,0.9611297579868079,0.9569056978120181,0.9615071494603072,7.02851939201355
24000,1,25,10,0.9645833333333333,0.9645833333333333,0.9646262078017593,0.9606241838927819,0.9647961376731545,7.238970756530762
24000,1,25,10,0.9625,0.9625,0.9624412994541925,0.9582836583763806,0.9624852110227801,7.036310434341431
24000,1,25,10,0.9633333333333334,0.9633333333333334,0.9633058470539544,0.9592274843821188,0.9633664871746006,7.040446519851685
24000,1,25,10,0.9658333333333333,0.9658333333333333,0.9658570113559037,0.9620208021021331,0.9659390969349695,6.829632043838501
24000,1,25,10,0.9629166666666666,0.9629166666666666,0.9629611694292024,0.958753609783273,0.9631284344432284,7.144799470901489
30000,1,25,10,0.9706666666666667,0.9706666666666667,0.9706430199055023,0.9673901563975511,0.9706910159469943,11.249977827072144
30000,1,25,10,0.9676666666666667,0.9676666666666667,0.9677166575141246,0.9640569856113073,0.9679226591953297,11.00348448753357
30000,1,25,10,0.9666666666666667,0.9666666666666667,0.9666290782962911,0.9629422289112871,0.9667216979744734,10.912034273147583
30000,1,25,10,0.9663333333333334,0.9663333333333334,0.9662426511323872,0.9625630405038249,0.966543367626374,11.041625261306763
30000,1,25,10,0.9633333333333334,0.9633333333333334,0.9633347074559894,0.9592219095490054,0.9635040167741187,10.74117922782898
30000,1,25,10,0.9683333333333334,0.9683333333333334,0.9682936286833627,0.9647889020549567,0.9683711238329897,11.164902448654175
30000,1,25,10,0.9646666666666667,0.9646666666666667,0.964624222087276,0.9607159724038353,0.9646841368111897,10.954457759857178
30000,1,25,10,0.9626666666666667,0.9626666666666667,0.9627608934742853,0.9584940863955475,0.9629198079699178,10.719619512557983
30000,1,25,10,0.9646666666666667,0.9646666666666667,0.9646857858624307,0.9607316411469671,0.9648920990986878,10.625026226043701
30000,1,25,10,0.9643333333333334,0.9643333333333334,0.9642323777704694,0.9603530040071874,0.9643277994528509,10.536989688873291
33600,1,25,10,0.9705357142857143,0.9705357142857143,0.9705175555295161,0.9672484278231221,0.9705701296395466,13.81461238861084
33600,1,25,10,0.9693452380952381,0.9693452380952381,0.9693626614734365,0.9659179104984712,0.9694540527736992,13.675121545791626
33600,1,25,10,0.9672619047619048,0.9672619047619048,0.967223209391596,0.9636140466319071,0.9673451349678716,13.986070394515991
33600,1,25,10,0.9654761904761905,0.9654761904761905,0.9655073473885571,0.9616219605569543,0.9658785798378228,13.17949628829956
33600,1,25,10,0.9672619047619048,0.9672619047619048,0.9672277195285379,0.963580089069149,0.9672284410628947,13.370458841323853
33600,1,25,10,0.9660714285714286,0.9660714285714286,0.9660501985233475,0.9622712502474767,0.9661140359127925,13.802477598190308
33600,1,25,10,0.96875,0.96875,0.9688049309696873,0.9652643014491521,0.9689777990955682,13.0822172164917
33600,1,25,10,0.9636904761904762,0.9636904761904762,0.9637322919531732,0.9596478399899828,0.9639000714201337,13.808207273483276
33600,1,25,10,0.9645833333333333,0.9645833333333333,0.9645136380785435,0.9606306694213907,0.9646561233439699,9.59416151046753
33600,1,25,10,0.9705357142857143,0.9705357142857143,0.9705197005713563,0.9672464477352697,0.9706053634070511,14.113104343414307
