train_size,knn,alpha,kfold,accuracy,recall,f1,cohen_kappa,precision
8000,1,10,20,0.905,0.905,0.9047499901831574,0.8942505704903434,0.9060814729134699
8000,3,10,20,0.9075,0.9075,0.9076726628001529,0.8970291518820009,0.9085445899519289
8000,5,10,20,0.9075,0.9075,0.9072499216982274,0.896985431791131,0.9086655916941134
8000,7,10,20,0.9175,0.9175,0.9173568458969641,0.9081253393098264,0.9195058170003143
8000,9,10,20,0.9125,0.9125,0.9124776215878271,0.902565316036357,0.9153532889247173
8000,11,10,20,0.89,0.89,0.8903496349794934,0.8775652173913043,0.8943129185782689
8000,13,10,20,0.905,0.905,0.9051083979212028,0.8942417411149147,0.9079476852227074
8000,15,10,20,0.8925,0.8925,0.8929554360224681,0.8803528200562064,0.896579011756794
8000,17,10,20,0.8975,0.8975,0.8974983009536086,0.885886053049069,0.8999979839233443
8000,19,10,20,0.895,0.895,0.8952959438235824,0.8831174252438532,0.89993174241694
8000,21,10,20,0.8975,0.8975,0.8973318840461887,0.8858614329957895,0.9010695726400897
8000,23,10,20,0.895,0.895,0.8946664978140707,0.883084075076726,0.8976526502155537
8000,25,10,20,0.9025,0.9025,0.9021763933840841,0.8914359680988768,0.9047132182250395
8000,27,10,20,0.9025,0.9025,0.9021763933840841,0.8914359680988768,0.9047132182250395
8000,29,10,20,0.9,0.9,0.8997900760347478,0.8886607981629032,0.9026847706716026
8000,31,10,20,0.895,0.895,0.8949062191901317,0.8831060395212914,0.897509623698038
8000,33,10,20,0.895,0.895,0.894650353845661,0.8830913974753309,0.8968192349163477
8000,35,10,20,0.89,0.89,0.8897191603954141,0.8775379562754839,0.8921573374794609
8000,37,10,20,0.89,0.89,0.8898065378931155,0.8775319912880712,0.8930497632903649
8000,39,10,20,0.89,0.89,0.8898065378931155,0.8775319912880712,0.8930497632903649
8000,41,10,20,0.89,0.89,0.8898620195078604,0.8775447726924843,0.8927637718509277
8000,43,10,20,0.89,0.89,0.8898620195078604,0.8775447726924843,0.8927637718509277
8000,45,10,20,0.8825,0.8825,0.8821844141662121,0.8691928223040154,0.8850072596909107
8000,47,10,20,0.88,0.88,0.8800393090449287,0.8664292074799643,0.8833339162744197
8000,49,10,20,0.88,0.88,0.8799348059167461,0.866431065907921,0.8829463104591824
8000,51,10,20,0.8775,0.8775,0.8773864033389317,0.8636531224130615,0.8804577573456293
8000,1,20,20,0.95,0.95,0.9500375262942924,0.9443288494860856,0.9507071919048501
8000,3,20,20,0.95,0.95,0.9500462724847344,0.9443272998044496,0.9519285118675365
8000,5,20,20,0.955,0.955,0.9550481749922222,0.9498785250363728,0.9562833679939534
8000,7,20,20,0.9625,0.9625,0.9625849162034714,0.9582358837287003,0.9641285787933892
8000,9,20,20,0.955,0.955,0.9549322875210169,0.9498886414253898,0.9555517503848588
8000,11,20,20,0.9525,0.9525,0.9526727154688475,0.94710614960608,0.9539365154365155
8000,13,20,20,0.945,0.945,0.945031646497499,0.9387540627631661,0.9468219341462646
8000,15,20,20,0.945,0.945,0.9450764227390624,0.9387480945785103,0.9464785598562194
8000,17,20,20,0.955,0.955,0.9550288068876372,0.9498910827005923,0.9559245807384106
8000,19,20,20,0.9375,0.9375,0.9375606743910325,0.9303926550329591,0.9395487012987013
8000,21,20,20,0.9375,0.9375,0.9376055779704346,0.9304013752688247,0.9398315267255506
8000,23,20,20,0.9325,0.9325,0.9326884046584945,0.924837147152163,0.934906738475255
8000,25,20,20,0.9325,0.9325,0.9327589780798345,0.9248449927976451,0.9355134003927107
8000,27,20,20,0.935,0.935,0.9352729318227209,0.9276259934028309,0.9381326869033016
8000,29,20,20,0.9275,0.9275,0.9278740550815407,0.9192678428506803,0.9310956599433595
8000,31,20,20,0.925,0.925,0.9253318461422707,0.9164944364418279,0.928572969989635
8000,33,20,20,0.925,0.925,0.9253007307385225,0.9164880438716143,0.9279186064435314
8000,35,20,20,0.9225,0.9225,0.9227715600635185,0.913706113643481,0.9254795038794288
8000,37,20,20,0.925,0.925,0.9252729118944043,0.9164938553395221,0.928204612104537
8000,39,20,20,0.9225,0.9225,0.9227715600635185,0.913706113643481,0.9254795038794288
