train_size,knn,alpha,kfold,accuracy,recall,f1,cohen_kappa,precision
8000,1,10,5,0.8825,0.8825,0.8823315553305499,0.8693010386396185,0.8824772773099795
8000,3,10,5,0.890625,0.890625,0.8911406873401733,0.8783262559772227,0.8926932285392047
8000,5,10,5,0.89625,0.89625,0.8964859628665003,0.8845834117334693,0.8977657248410672
8000,7,10,5,0.89625,0.89625,0.8965751098114475,0.8845875743923466,0.8984063410123986
8000,9,10,5,0.895,0.895,0.8953844051167507,0.8832111714075921,0.8975223360693966
8000,11,10,5,0.896875,0.896875,0.8971065751009719,0.8852902569280992,0.899364871338502
8000,13,10,5,0.895,0.895,0.8952595400580188,0.8832021892637263,0.8971773758290738
8000,15,10,5,0.888125,0.888125,0.888299414093869,0.8755542809718411,0.8903384233451341
8000,17,10,5,0.885625,0.885625,0.8858224829158269,0.8727708280194442,0.8876816517241879
8000,19,10,5,0.89,0.89,0.8901523245703297,0.8776352844914456,0.8920996185880798
8000,21,10,5,0.890625,0.890625,0.8907498406173339,0.8783341335760857,0.8926369929358206
8000,23,10,5,0.885625,0.885625,0.8857942054438516,0.8727749742117306,0.8873860153152302
8000,25,10,5,0.88625,0.88625,0.8865053649560575,0.87347277687715,0.8886747201510634
8000,27,10,5,0.888125,0.888125,0.8883089153120541,0.8755481162530075,0.8902679521325098
8000,29,10,5,0.883125,0.883125,0.8830742353817154,0.8699815575444592,0.884621502966462
8000,31,10,5,0.8825,0.8825,0.8825970651049705,0.8692898501917415,0.8842778434866435
8000,33,10,5,0.87875,0.87875,0.8787870156053472,0.8651200666056579,0.8805952028751186
8000,35,10,5,0.875625,0.875625,0.875536442616896,0.8616445011076261,0.8770467356180164
8000,37,10,5,0.875625,0.875625,0.8757234098856628,0.8616473266952439,0.8775874720765632
8000,39,10,5,0.8775,0.8775,0.8774504611952014,0.8637287820368811,0.879181999292774
8000,41,10,5,0.875,0.875,0.8750418629004897,0.8609407877182904,0.8773385078550692
8000,43,10,5,0.874375,0.874375,0.8743849882323037,0.8602447628723873,0.876500481280608
8000,45,10,5,0.875,0.875,0.875088970461708,0.8609396999774027,0.8773039487281109
8000,47,10,5,0.8725,0.8725,0.8727452855342005,0.8581653355906367,0.8751405600633564
8000,49,10,5,0.8725,0.8725,0.8725164267532027,0.8581637947442385,0.8743987769217021
8000,51,10,5,0.87125,0.87125,0.8712929120013306,0.8567747996650547,0.8734142729709551
8000,1,20,5,0.943125,0.943125,0.9430353953394536,0.9367363059738133,0.9432076353868737
8000,3,20,5,0.94625,0.94625,0.9461765092573602,0.9402123850739524,0.9463499165656554
8000,5,20,5,0.946875,0.946875,0.9468053488727378,0.9409051505940987,0.947114702617353
8000,7,20,5,0.95125,0.95125,0.9512265662142605,0.9457697822969626,0.9515651049065668
8000,9,20,5,0.94875,0.94875,0.9487145151054677,0.9429892657304217,0.9490195882811243
8000,11,20,5,0.9425,0.9425,0.9423979559275193,0.9360371818642815,0.9427502169981756
8000,13,20,5,0.938125,0.938125,0.9379856199334975,0.9311721504444698,0.9384243987371613
8000,15,20,5,0.936875,0.936875,0.9367829653188253,0.929782939774532,0.9374493946454673
8000,17,20,5,0.935625,0.935625,0.9355676580574682,0.9283921295650561,0.9363629624204088
8000,19,20,5,0.9325,0.9325,0.932431372292681,0.9249139312901637,0.9332197855820613
8000,21,20,5,0.9325,0.9325,0.932403536290722,0.924916443472684,0.9331287082778736
8000,23,20,5,0.9325,0.9325,0.9323674356231222,0.9249152689667159,0.9331147899677404
8000,25,20,5,0.92875,0.92875,0.9286286858602693,0.9207469943384503,0.9295546679428834
8000,27,20,5,0.929375,0.929375,0.9293023681705971,0.9214427422739719,0.9304668180880041
8000,29,20,5,0.92625,0.92625,0.9261295587464032,0.9179671851360711,0.9273654356008894
8000,31,20,5,0.92625,0.92625,0.9261610500308567,0.9179687533944338,0.9274676520227559
8000,33,20,5,0.926875,0.926875,0.9268003764063394,0.9186635800538072,0.9280742005698389
8000,35,20,5,0.9275,0.9275,0.9274392533106004,0.9193593938050982,0.9287165351959503
8000,37,20,5,0.925625,0.925625,0.9255875584998705,0.9172734655075103,0.9270412504856034
8000,39,20,5,0.925,0.925,0.9249779851137033,0.9165789732088159,0.9265977446793243
8000,41,20,5,0.925,0.925,0.9249802614087812,0.9165774146384913,0.9267863606043895
8000,43,20,5,0.9225,0.9225,0.9224605244250018,0.913795350858136,0.9244608649185129
8000,45,20,5,0.92375,0.92375,0.92371629685499,0.9151822473662827,0.9256814037008965
8000,47,20,5,0.921875,0.921875,0.9218493820183487,0.9130980375798846,0.9238165262893024
8000,49,20,5,0.919375,0.919375,0.9193981180282127,0.9103169020051385,0.9216607515657499
8000,51,20,5,0.91625,0.91625,0.916227501300797,0.9068383031883114,0.9186047531012761
8000,1,30,5,0.94875,0.94875,0.9486639290244545,0.9429977616194197,0.9488722369788439
8000,3,30,5,0.94875,0.94875,0.9487133464152714,0.9429928575959845,0.9488893509377962
