train_size,knn,alpha,kfold,accuracy,recall,f1,cohen_kappa,precision
4000,1,10,10,0.875,0.875,0.8742775615525477,0.8607959686512521,0.8745329447333957
4000,3,10,10,0.8725,0.8725,0.8735284342045568,0.8580612841279118,0.8792005933187196
4000,5,10,10,0.8825,0.8825,0.8827406468536511,0.8692283078977755,0.8855385251755322
4000,7,10,10,0.8875,0.8875,0.8872755671462744,0.8747590851846956,0.8895838181073232
4000,9,10,10,0.8925,0.8925,0.8922788203176953,0.8802903654623785,0.8941975754983167
4000,11,10,10,0.8775,0.8775,0.8776692089407594,0.8636208660075009,0.8797192567088765
4000,13,10,10,0.885,0.885,0.8846618783782239,0.8719714997425514,0.8864244250933555
4000,15,10,10,0.88,0.88,0.8796921670742657,0.8664087613587342,0.8818047060416379
4000,17,10,10,0.88,0.88,0.879926835242826,0.8664319951025065,0.8835803790189292
4000,19,10,10,0.8725,0.8725,0.8725661780639108,0.8580662218480613,0.8750290739862585
4000,21,10,10,0.8725,0.8725,0.8726640606357009,0.8580632592571977,0.8759905435418296
4000,23,10,10,0.8675,0.8675,0.8678484374070666,0.8524940336619748,0.8715908837145381
4000,25,10,10,0.86,0.86,0.8602222525602511,0.8441337944375248,0.8641802670257025
4000,27,10,10,0.8675,0.8675,0.8678838474034474,0.8524940336619747,0.8720340891130364
4000,29,10,10,0.87,0.87,0.8703254276645809,0.8553093805432854,0.8744937611814886
4000,31,10,10,0.8675,0.8675,0.8675682365689354,0.8525484086356554,0.8710767867838821
4000,33,10,10,0.8725,0.8725,0.8723470739216124,0.8580909052965483,0.8749978821358984
4000,35,10,10,0.8775,0.8775,0.8772198495506912,0.8636227638655989,0.8797180256241599
4000,37,10,10,0.8725,0.8725,0.8725075263947928,0.8580918924559146,0.8752280366526645
4000,39,10,10,0.8675,0.8675,0.8676599677766127,0.8525453318773344,0.8706659420895254
4000,41,10,10,0.865,0.865,0.8652589165810606,0.84975585326155,0.8683863735308316
4000,43,10,10,0.8575,0.8575,0.8577766370530497,0.8414343239051666,0.8612647260086286
4000,45,10,10,0.855,0.855,0.8551394851742125,0.8386491035288554,0.8582862044822488
4000,47,10,10,0.8625,0.8625,0.8626981732554672,0.8469852618986347,0.8662514340391028
4000,49,10,10,0.8625,0.8625,0.8631668497253208,0.8470405829144331,0.867493652541946
4000,51,10,10,0.8625,0.8625,0.8633400713821737,0.8470469635346056,0.8682254945303669
4000,1,20,10,0.925,0.925,0.9247448048659567,0.9164694417374356,0.9258261649890493
4000,3,20,10,0.9425,0.9425,0.9424419381630389,0.9359772858544597,0.9433373190547931
4000,5,20,10,0.945,0.945,0.945001597851973,0.9387510788162254,0.9465130644871625
4000,7,20,10,0.94,0.94,0.9400251311648931,0.933196014028837,0.9416277664739059
4000,9,20,10,0.935,0.935,0.9349689348898691,0.9276209565168978,0.9368292314716626
4000,11,20,10,0.93,0.93,0.9301187678414522,0.9220506253349388,0.9319583095192189
4000,13,20,10,0.9225,0.9225,0.9226097752914149,0.9136928998489626,0.9258109272762962
4000,15,20,10,0.9225,0.9225,0.922490762142862,0.9136995072520253,0.9264162044851699
4000,17,20,10,0.915,0.915,0.9152193712880907,0.9053662881318192,0.9180743268359547
4000,19,20,10,0.92,0.92,0.9202708743736011,0.9109342165690191,0.923281786043414
4000,21,20,10,0.9175,0.9175,0.917840381796602,0.9081445192896509,0.9205154123638795
4000,23,20,10,0.9125,0.9125,0.9128130754092421,0.9025761645627758,0.9160093324675141
4000,25,20,10,0.9175,0.9175,0.9179807430082569,0.908160496489922,0.9208648983351796
4000,27,20,10,0.9125,0.9125,0.9130656357470963,0.9025883662677429,0.9163672759474504
4000,29,20,10,0.915,0.915,0.9153883715792426,0.9053662881318192,0.9182700243618267
4000,31,20,10,0.9125,0.9125,0.9130656357470963,0.9025883662677429,0.9163672759474504
4000,33,20,10,0.9075,0.9075,0.9080939923622721,0.8970277190248247,0.9119753074278936
4000,35,20,10,0.905,0.905,0.9055652471241571,0.8942321742942433,0.9097601127950492
4000,37,20,10,0.9075,0.9075,0.9081257627102413,0.8970313010929989,0.9122715486071579
4000,39,20,10,0.9075,0.9075,0.9080245106455993,0.8970105216277904,0.9124515848867872
4000,41,20,10,0.905,0.905,0.9055771759830747,0.894225550096728,0.9104726546687754
4000,43,20,10,0.9075,0.9075,0.9079657529967392,0.897002637567592,0.9116321706570956
4000,45,20,10,0.9075,0.9075,0.9078980103453418,0.8970119549636062,0.9118814422188671
4000,47,20,10,0.905,0.905,0.9053988143253124,0.8942262861596487,0.9092067627316877
4000,49,20,10,0.9025,0.9025,0.9027948227720455,0.8914480551109873,0.90670398789025
4000,51,20,10,0.905,0.905,0.9054175859003089,0.894225550096728,0.9093425332568035
4000,1,30,10,0.935,0.935,0.9347016655262863,0.9276073534222927,0.9360487768474631
4000,3,30,10,0.945,0.945,0.944807525143571,0.9387634389895967,0.9464750387613258
4000,5,30,10,0.94,0.94,0.9400011526593061,0.9331853202580717,0.9420642727960725
