accuracy,cohen_kappa,f1,kfold,knn,precision,predict_time,recall,train_size
0.94,0.9332459762157885,0.9400674598203521,10,9,0.9428277305664121,9.54209589958191,0.94,6000
0.9166666666666666,0.9073101402706544,0.9155104956978458,10,9,0.9184601853449993,9.634892702102661,0.9166666666666666,6000
0.93,0.9219471098749296,0.9299719789320839,10,9,0.9342872686052311,9.574732303619385,0.93,6000
0.9366666666666666,0.9293485502508436,0.9370943123754446,10,9,0.9393875892651841,9.713441848754883,0.9366666666666666,6000
0.9433333333333334,0.936913590173364,0.943157905492194,10,9,0.945331013618795,9.58143949508667,0.9433333333333334,6000
0.9233333333333333,0.9147843054920898,0.9229362528561037,10,9,0.925165560041814,9.633026361465454,0.9233333333333333,6000
0.92,0.9110336774600115,0.9205915198758338,10,9,0.9251898281143887,9.612256526947021,0.92,6000
0.95,0.9443119274570042,0.9501490526129576,10,9,0.9513761636248917,9.645745992660522,0.95,6000
0.9283333333333333,0.9201838864260015,0.9283717406773847,10,9,0.9307702610354092,9.648040294647217,0.9283333333333333,6000
0.93,0.9220646677697196,0.9303936539820582,10,9,0.934109399828749,9.642284870147705,0.93,6000
0.9425,0.9360685394672533,0.942358733601179,10,9,0.9439780878562836,32.74216341972351,0.9425,12000
0.9458333333333333,0.9396484755823922,0.9456424644608161,10,9,0.9472657192376011,32.848204135894775,0.9458333333333333,12000
0.9525,0.9471848930262439,0.9524106940699207,10,9,0.9537103775771388,32.67743921279907,0.9525,12000
0.9508333333333333,0.9453049980261903,0.9509117409216071,10,9,0.9522430981777145,32.66946244239807,0.9508333333333333,12000
0.9483333333333334,0.9425246954542751,0.948290351308388,10,9,0.9496485164204939,32.76072430610657,0.9483333333333334,12000
0.9441666666666667,0.9378578103225597,0.9443460827445473,10,9,0.9459869717681293,32.764986515045166,0.9441666666666667,12000
0.9333333333333333,0.925885322977866,0.9336702350209506,10,9,0.937135271838763,32.70278573036194,0.9333333333333333,12000
0.9508333333333333,0.9453386532926513,0.9506921786860714,10,9,0.9519425687138261,32.84001159667969,0.9508333333333333,12000
0.9425,0.936007369972463,0.9422970597819388,10,9,0.9445993285946037,32.889424085617065,0.9425,12000
0.9441666666666667,0.9378681351630807,0.9441033931869708,10,9,0.9455003553923287,32.56550455093384,0.9441666666666667,12000
0.9533333333333334,0.948103726646677,0.9532310088798874,10,9,0.9543145842110693,65.54668474197388,0.9533333333333334,18000
0.9594444444444444,0.9549069260422111,0.9593253517738826,10,9,0.9597952638697796,65.30675148963928,0.9594444444444444,18000
0.9544444444444444,0.949318060076641,0.9545710827234561,10,9,0.9555093504522228,65.39575433731079,0.9544444444444444,18000
0.955,0.9499482833256723,0.9550132818783439,10,9,0.9562254668203705,65.40515208244324,0.955,18000
0.9533333333333334,0.9481236331846805,0.953426359881215,10,9,0.9548923451181079,65.47939801216125,0.9533333333333334,18000
0.9577777777777777,0.9530416031486841,0.9576910366113839,10,9,0.9589560147841909,65.58725833892822,0.9577777777777777,18000
0.9577777777777777,0.953038169532208,0.9578015036526052,10,9,0.9586881118395647,65.53657150268555,0.9577777777777777,18000
0.9522222222222222,0.9468705446592884,0.9521998958586,10,9,0.9530573332535432,65.88841700553894,0.9522222222222222,18000
