accuracy,cohen_kappa,f1,kfold,knn,precision,predict_time,recall,train_size
0.9333333333333333,0.9258029511876165,0.933103056496885,10,1,0.9339143814801709,10.223235368728638,0.9333333333333333,6000
0.93,0.922135225158974,0.9297740074842591,10,1,0.9319704478323261,10.241506338119507,0.93,6000
0.94,0.9331635605256562,0.9398934915588374,10,1,0.9411233286480679,10.189143657684326,0.94,6000
0.9383333333333334,0.9312376297425128,0.938377834614501,10,1,0.9397206024359132,10.229814767837524,0.9383333333333334,6000
0.9383333333333334,0.9313276044470016,0.9380563470944516,10,1,0.9394921857639855,10.346348524093628,0.9383333333333334,6000
0.9516666666666667,0.9462777256335524,0.9515212109677439,10,1,0.9523850228343955,10.320889234542847,0.9516666666666667,6000
0.9216666666666666,0.9128820292926453,0.9219558498710718,10,1,0.9243823879271025,10.358695268630981,0.9216666666666666,6000
0.9433333333333334,0.9369001258904351,0.9431401122230642,10,1,0.9438994539656623,10.375973463058472,0.9433333333333334,6000
0.9366666666666666,0.9294657026979368,0.9364254393853092,10,1,0.9386389193826111,10.599869966506958,0.9366666666666666,6000
0.9433333333333334,0.9368962221252981,0.943595668181551,10,1,0.9452244069506346,10.290079593658447,0.9433333333333334,6000
0.95,0.9443933859021787,0.9498741625783714,10,1,0.9502090826816726,30.53599262237549,0.95,12000
0.9541666666666667,0.9489450974143012,0.9538538195920855,10,1,0.9547907008387598,30.55842924118042,0.9541666666666667,12000
0.9558333333333333,0.9508922022067624,0.9557737438678856,10,1,0.956423710357818,30.470094203948975,0.9558333333333333,12000
0.9541666666666667,0.9490230184243169,0.9540494168945965,10,1,0.9547951243626636,30.78058385848999,0.9541666666666667,12000
0.955,0.9499359520126829,0.9550265658211127,10,1,0.9561252815596818,30.587295532226562,0.955,12000
0.9466666666666667,0.9406359834059023,0.9467463888182325,10,1,0.9480949288232741,30.772934675216675,0.9466666666666667,12000
0.9441666666666667,0.9379270411117545,0.9440277912700791,10,1,0.9450796095498332,30.781457901000977,0.9441666666666667,12000
0.96,0.9555348325917326,0.9599351754299918,10,1,0.9605605863617435,30.775664806365967,0.96,12000
0.9458333333333333,0.9397304094855063,0.9456751446220582,10,1,0.9465413249958394,31.158443450927734,0.9458333333333333,12000
0.9425,0.9360209183779912,0.942298917964416,10,1,0.9429560790874609,30.815053701400757,0.9425,12000
0.9611111111111111,0.9567501366146478,0.960924163391025,10,1,0.9612518819141663,69.06484580039978,0.9611111111111111,18000
0.9611111111111111,0.9567634935646234,0.961043603507071,10,1,0.9614059386084552,69.32768034934998,0.9611111111111111,18000
0.9594444444444444,0.9548808979319382,0.959390334607843,10,1,0.9597333343958192,68.43014025688171,0.9594444444444444,18000
0.955,0.9499451559579168,0.9549629862621594,10,1,0.9558235633558261,69.47994804382324,0.955,18000
0.9566666666666667,0.9518288731009888,0.9565888843923973,10,1,0.9572772089760365,67.84147477149963,0.9566666666666667,18000
0.9627777777777777,0.9586081918712804,0.9626881223657769,10,1,0.9630291259761758,70.12942409515381,0.9627777777777777,18000
0.9555555555555556,0.950572144588834,0.9554126249133529,10,1,0.9555097016477815,68.43325781822205,0.9555555555555556,18000
0.9583333333333334,0.9536679536679536,0.9584058443351585,10,1,0.959197806512622,69.31327819824219,0.9583333333333334,18000
0.9561111111111111,0.9511378657830707,0.9560804036566632,10,1,0.9566679646392802,68.31305050849915,0.9561111111111111,18000
0.9561111111111111,0.9511982845956802,0.9559222286617075,10,1,0.956105282687901,68.16640162467957,0.9561111111111111,18000
0.9633333333333334,0.9592250520353591,0.9632901606145446,10,1,0.9634101731693683,120.9238531589508,0.9633333333333334,24000
0.9658333333333333,0.9620200105139727,0.9657414919777011,10,1,0.965922621348349,121.02638173103333,0.9658333333333333,24000
0.9604166666666667,0.9559736938959071,0.9604477672055903,10,1,0.9611750204708284,120.8353521823883,0.9604166666666667,24000
0.9608333333333333,0.9564645510291039,0.9607842689294133,10,1,0.9613863894840475,120.58343052864075,0.9608333333333333,24000
0.9575,0.952732470610815,0.9573840988302901,10,1,0.9578454801769481,120.96969962120056,0.9575,24000
0.9666666666666667,0.9629397073433619,0.9667034195001177,10,1,0.9672033216132911,120.10836958885193,0.9666666666666667,24000
0.9566666666666667,0.9517879690508121,0.9566284696191761,10,1,0.9571299478590479,119.93136501312256,0.9566666666666667,24000
