accuracy,cohen_kappa,f1,kfold,knn,precision,predict_time,recall,train_size
0.9383333333333334,0.9313883051056991,0.9384902398577893,10,7,0.941484674657429,10.065321683883667,0.9383333333333334,6000
0.925,0.9165737133040208,0.9239212687674844,10,7,0.926307266947816,10.295001745223999,0.925,6000
0.9333333333333333,0.9256581576232913,0.9331955605012479,10,7,0.9363931060274602,10.231916904449463,0.9333333333333333,6000
0.9383333333333334,0.9312144065538418,0.9383736774411089,10,7,0.9396938472962658,10.108301877975464,0.9383333333333334,6000
0.9483333333333334,0.9424821725658518,0.9484180992963374,10,7,0.9507285429327448,10.05942440032959,0.9483333333333334,6000
0.9316666666666666,0.9240447703589347,0.9312482667248315,10,7,0.932912547929946,10.195916175842285,0.9316666666666666,6000
0.9216666666666666,0.9128887570893724,0.9218753939395018,10,7,0.9255336871050885,10.255564212799072,0.9216666666666666,6000
0.9516666666666667,0.9461741914528328,0.9517015802462002,10,7,0.9526347498104466,10.255454063415527,0.9516666666666667,6000
0.925,0.9164665990149247,0.9252233639628595,10,7,0.9283980939929666,10.362330436706543,0.925,6000
0.9433333333333334,0.936916126279072,0.9440754787455721,10,7,0.9472702657196334,10.369189023971558,0.9433333333333334,6000
0.9441666666666667,0.9379215294158524,0.9438999436563237,10,7,0.9453304917313003,31.844482421875,0.9441666666666667,12000
0.9508333333333333,0.945226039293354,0.9506817433581369,10,7,0.9517581427811453,31.46078586578369,0.9508333333333333,12000
0.9533333333333334,0.948115560236136,0.9533012541662477,10,7,0.9548795237589787,31.424208164215088,0.9533333333333334,12000
0.9483333333333334,0.9425268710052699,0.9483750819654716,10,7,0.9494179970214788,31.733248710632324,0.9483333333333334,12000
0.945,0.938811553491218,0.9450479698017819,10,7,0.9470698581725996,31.954712867736816,0.945,12000
0.9458333333333333,0.9397134534066149,0.9458801696309653,10,7,0.9471705116222703,31.996227741241455,0.9458333333333333,12000
0.9341666666666667,0.9268104003347575,0.9343166341049709,10,7,0.9371588402757725,31.866286039352417,0.9341666666666667,12000
0.9575,0.9527526593999434,0.9573746548841111,10,7,0.9582857413898167,32.34333419799805,0.9575,12000
0.9425,0.9360125131085477,0.9423430335333959,10,7,0.9448446927326525,31.82575249671936,0.9425,12000
0.9516666666666667,0.9462148300241802,0.9516812259637737,10,7,0.9529927959432427,32.4855420589447,0.9516666666666667,12000
0.9588888888888889,0.9542822153355709,0.9587505687256574,10,7,0.9596178822932101,69.764493227005,0.9588888888888889,18000
0.96,0.955525799325955,0.9599777803509731,10,7,0.9606001906452394,69.75922894477844,0.96,18000
0.9583333333333334,0.9536464930481757,0.9584367279032086,10,7,0.9591814000761096,69.15045380592346,0.9583333333333334,18000
0.9555555555555556,0.9505685984275322,0.9554304956605858,10,7,0.9561860612471254,68.2444372177124,0.9555555555555556,18000
0.9555555555555556,0.9505948856100056,0.9555906694145647,10,7,0.9568898896167357,69.21794176101685,0.9555555555555556,18000
0.9566666666666667,0.9518055084518858,0.9565533478095675,10,7,0.9577740969151389,69.81314659118652,0.9566666666666667,18000
0.9644444444444444,0.960455245258148,0.9644762305264254,10,7,0.9651941431770896,69.96597671508789,0.9644444444444444,18000
0.9566666666666667,0.9518145064418926,0.9565953763839132,10,7,0.9573265850964986,69.18839859962463,0.9566666666666667,18000
0.9561111111111111,0.9511316863589017,0.9559812638990316,10,7,0.9566104617053085,68.75294876098633,0.9561111111111111,18000
0.9527777777777777,0.9474863104018979,0.9525254680376606,10,7,0.9532204703150905,67.87952756881714,0.9527777777777777,18000
0.9625,0.9582995965485966,0.9624343145476252,10,7,0.9630222172996467,121.83643579483032,0.9625,24000
0.965,0.9610938495088485,0.9649526962244458,10,7,0.9654233150013226,120.99710178375244,0.965,24000
0.9608333333333333,0.9564358668760423,0.9608640784848808,10,7,0.9615623814445676,121.65586495399475,0.9608333333333333,24000
0.9608333333333333,0.9564663488349924,0.960845967331137,10,7,0.9617178647049675,120.43528485298157,0.9608333333333333,24000
0.96,0.9555094085821656,0.9599686037992348,10,7,0.9609921283430868,121.3240430355072,0.96,24000
0.9616666666666667,0.9573758668644468,0.9616484260492392,10,7,0.9622551285729328,119.94293546676636,0.9616666666666667,24000
0.9641666666666666,0.9601301487933575,0.9641456593210156,10,7,0.9646374478545793,120.19505095481873,0.9641666666666666,24000
0.9591666666666666,0.9545871076042266,0.9590104922594698,10,7,0.959481141816488,119.38412261009216,0.9591666666666666,24000
0.9554166666666667,0.9504397507165779,0.9553631368052623,10,7,0.956345333600141,119.34865641593933,0.9554166666666667,24000
0.9558333333333333,0.9508777038261519,0.9557190283885653,10,7,0.9563571944822191,118.89162492752075,0.9558333333333333,24000
0.967,0.9633127884948904,0.9669127540829495,10,7,0.96723431589555,187.35881805419922,0.967,30000
0.9633333333333334,0.9592365927918438,0.9632907151447516,10,7,0.9638943497592464,187.68022871017456,0.9633333333333334,30000
0.9616666666666667,0.9573782825671616,0.9617204545846868,10,7,0.9625389282937593,184.12183380126953,0.9616666666666667,30000
0.9623333333333334,0.9581119175425066,0.9623010656998342,10,7,0.9631039284473875,184.30508255958557,0.9623333333333334,30000
0.962,0.9577293648540434,0.9619863922510358,10,7,0.9625699745846785,184.219664812088,0.962,30000
0.9633333333333334,0.9592245850545501,0.9631817932966034,10,7,0.9635998462747654,182.88581800460815,0.9633333333333334,30000
0.959,0.9544101563793411,0.9589353985897171,10,7,0.9595608392363502,183.85221576690674,0.959,30000
0.9563333333333334,0.9514541459703421,0.956251277623347,10,7,0.956768788504164,183.52435064315796,0.9563333333333334,30000
0.9606666666666667,0.9562845632889617,0.9606771504775599,10,7,0.9611304781147662,183.5705873966217,0.9606666666666667,30000
0.957,0.9521966858098148,0.9568176432522746,10,7,0.9575247858139534,182.92134737968445,0.957,30000
0.9693452380952381,0.96592549766811,0.9692606472738238,10,7,0.9695851743006028,228.56599187850952,0.9693452380952381,33600
0.9654761904761905,0.9616116186312872,0.9654512397839687,10,7,0.9659666743940328,230.72176504135132,0.9654761904761905,33600
0.9625,0.9583194598384721,0.9624740869263941,10,7,0.9631819346300611,227.94854521751404,0.9625,33600
0.9642857142857143,0.960292316307154,0.9642810869136044,10,7,0.9648426466368337,230.33358550071716,0.9642857142857143,33600
0.9669642857142857,0.9632456416284498,0.9668944086390807,10,7,0.9672710346203505,227.06657242774963,0.9669642857142857,33600
0.962202380952381,0.957962439273989,0.9621069677443344,10,7,0.9625655985419973,231.72737216949463,0.962202380952381,33600
0.9630952380952381,0.9589777035784628,0.9631062762743647,10,7,0.9635615099484125,227.60002899169922,0.9630952380952381,33600
0.9583333333333334,0.953693914411706,0.9583494561279611,10,7,0.9589292584820637,228.17068648338318,0.9583333333333334,33600
0.9604166666666667,0.955992553161632,0.9602887865028881,10,7,0.960967878306191,227.0693929195404,0.9604166666666667,33600
0.9636904761904762,0.9596349539320322,0.963609418998557,10,7,0.9640455769536089,227.27838277816772,0.9636904761904762,33600
