accuracy,cohen_kappa,f1,kfold,knn,precision,predict_time,recall,train_size
0.9266666666666666,0.9184177997527813,0.9268561375441889,10,13,0.9316767082896579,9.397828102111816,0.9266666666666666,6000
0.9083333333333333,0.898042414355628,0.9071608679063443,10,13,0.9109112490423966,9.381114721298218,0.9083333333333333,6000
0.9233333333333333,0.9145037032906781,0.9235743148232097,10,13,0.929142649358106,9.466519117355347,0.9233333333333333,6000
0.9366666666666666,0.9293430765511984,0.9369439727083572,10,13,0.9392411876610712,9.410924434661865,0.9366666666666666,6000
0.9416666666666667,0.9350490688820089,0.9416738761016203,10,13,0.9442929008214354,9.557920217514038,0.9416666666666667,6000
0.92,0.9110732348963447,0.9195171922519739,10,13,0.923720952794364,9.606272459030151,0.92,6000
0.92,0.9110182845066768,0.9204386977638198,10,13,0.9243919554378709,9.604650259017944,0.92,6000
0.95,0.9443146839084905,0.9500554161005876,10,13,0.9515753592472342,9.6217622756958,0.95,6000
0.9283333333333333,0.9201819109935496,0.9282536689336407,10,13,0.9310288314154452,9.607885360717773,0.9283333333333333,6000
0.93,0.9220877996296079,0.9307238613301001,10,13,0.9361505038901078,9.491637468338013,0.93,6000
0.9408333333333333,0.9342152504800665,0.9404610361422517,10,13,0.9421961230888857,30.27163052558899,0.9408333333333333,12000
0.94,0.9331470115785662,0.9398219886191433,10,13,0.9414696756489318,30.201399564743042,0.94,12000
0.9466666666666667,0.9406949806949807,0.946504599039929,10,13,0.9479940964476564,30.52485728263855,0.9466666666666667,12000
0.9433333333333334,0.9369651013772662,0.9433836983909494,10,13,0.9449748184038894,30.32017493247986,0.9433333333333334,12000
0.9391666666666667,0.9323306528238048,0.9392854096997678,10,13,0.9417579800969187,30.498366594314575,0.9391666666666667,12000
0.94,0.933207220732355,0.9402722086463956,10,13,0.9427684239882107,30.419858932495117,0.94,12000
0.925,0.916607854613516,0.9252275087379798,10,13,0.9289696497666292,30.640482902526855,0.925,12000
