accuracy,cohen_kappa,f1,kfold,knn,precision,predict_time,recall,train_size
0.9416666666666667,0.9351068728002002,0.9414927262984546,10,5,0.9432964354634883,10.124983310699463,0.9416666666666667,6000
0.9283333333333333,0.9202692304126531,0.9277975193633116,10,5,0.9296720465820884,10.055016994476318,0.9283333333333333,6000
0.94,0.93311513177248,0.9399780818664069,10,5,0.9426628639658449,10.159823417663574,0.94,6000
0.9466666666666667,0.9405174977694062,0.9465791179843603,10,5,0.9475666073446922,10.285127639770508,0.9466666666666667,6000
0.935,0.9276308057722165,0.9348839739493429,10,5,0.9369071344064689,10.15042781829834,0.935,6000
0.94,0.933298953472932,0.9395826588413212,10,5,0.9403007828809455,10.230231046676636,0.94,6000
0.9233333333333333,0.9147398174320004,0.9238357816536226,10,5,0.9279022113330763,10.278765678405762,0.9233333333333333,6000
0.9566666666666667,0.9517476028456542,0.9567520425858433,10,5,0.9574935067688088,10.352653741836548,0.9566666666666667,6000
0.9266666666666666,0.918317842600958,0.9268104291620635,10,5,0.9291805901313747,10.298072099685669,0.9266666666666666,6000
0.945,0.9387605506601798,0.9452219334624123,10,5,0.9472528380253734,10.292620658874512,0.945,6000
0.9508333333333333,0.9453332087630557,0.9507343547278627,10,5,0.9518495529978547,30.852099418640137,0.9508333333333333,12000
0.9516666666666667,0.9461567858695602,0.9513941389958714,10,5,0.952511879051209,30.873412132263184,0.9516666666666667,12000
0.9541666666666667,0.949040140155057,0.9541966218179931,10,5,0.9553391201294835,30.82084846496582,0.9541666666666667,12000
0.9591666666666666,0.9545773024016093,0.959194835245965,10,5,0.9600439154887689,30.95490789413452,0.9591666666666666,12000
0.9491666666666667,0.9434560846119442,0.9492178611101817,10,5,0.951222797556429,30.789050817489624,0.9491666666666667,12000
0.9533333333333334,0.9480652368634803,0.9534138367174517,10,5,0.9545581093695786,30.966411113739014,0.9533333333333334,12000
0.9408333333333333,0.9342246459942655,0.9409121561106737,10,5,0.9431316384926551,30.900570154190063,0.9408333333333333,12000
0.9583333333333334,0.953679113603518,0.9581314533658654,10,5,0.9588128353938489,31.161205291748047,0.9583333333333334,12000
0.9466666666666667,0.9406509386502262,0.9465748312903791,10,5,0.94858015861141,31.08031702041626,0.9466666666666667,12000
0.9516666666666667,0.9462188198585462,0.9516630223187684,10,5,0.9525392427585156,31.095376014709473,0.9516666666666667,12000
