accuracy,cohen_kappa,f1,kfold,knn,precision,predict_time,recall,train_size
0.9283333333333333,0.9202662735608526,0.9285368149734587,10,11,0.9329102439425642,9.431286573410034,0.9283333333333333,6000
0.92,0.9110232328225408,0.9189236055191481,10,11,0.9224715850931317,9.467481136322021,0.92,6000
0.92,0.9107820510834714,0.9201002950847481,10,11,0.926244522946517,9.448400497436523,0.92,6000
0.9383333333333334,0.9312095042436299,0.9384991322972053,10,11,0.9400709001976784,9.441921710968018,0.9383333333333334,6000
0.94,0.9331991130326676,0.9398877045821366,10,11,0.9427805165521795,9.554067850112915,0.94,6000
0.9283333333333333,0.920341358889966,0.9280175260873221,10,11,0.9307721373022492,9.507330179214478,0.9283333333333333,6000
0.9183333333333333,0.9091785290628707,0.9188408737921151,10,11,0.9240040670179667,9.544997453689575,0.9183333333333333,6000
0.9533333333333334,0.9480252696189139,0.9534507715841213,10,11,0.9547513928071154,9.624242067337036,0.9533333333333334,6000
0.9316666666666666,0.9238936738936739,0.9318069084417027,10,11,0.935074748152129,9.634135246276855,0.9316666666666666,6000
0.9366666666666666,0.929499726347622,0.9370279122950067,10,11,0.9404647867564535,9.553795576095581,0.9366666666666666,6000
0.9433333333333334,0.936992503961133,0.9431494567899441,10,11,0.9443950288042118,30.060927391052246,0.9433333333333334,12000
0.9466666666666667,0.940578247924881,0.9465137958581273,10,11,0.9480042138355071,30.14686942100525,0.9466666666666667,12000
0.9483333333333334,0.9425513678797285,0.9482387923886436,10,11,0.9495360980771242,30.194921731948853,0.9483333333333334,12000
0.9466666666666667,0.9406707450379345,0.9467603703452977,10,11,0.9484494818901165,30.228766441345215,0.9466666666666667,12000
0.9441666666666667,0.9378872390723259,0.9443644260889847,10,11,0.9468281304795515,30.174726247787476,0.9441666666666667,12000
0.94,0.9332187333819765,0.9401118225619011,10,11,0.9416371202846976,30.025558710098267,0.94,12000
0.9241666666666667,0.9156840096114052,0.9244783505941658,10,11,0.928704460566777,30.195422887802124,0.9241666666666667,12000
0.9508333333333333,0.9453375982359794,0.9506539020624762,10,11,0.9520579179705995,30.19188404083252,0.9508333333333333,12000
0.9466666666666667,0.940643186718913,0.9465751323746107,10,11,0.9490391711481425,30.4548659324646,0.9466666666666667,12000
0.9441666666666667,0.9378730322596598,0.9443094504410241,10,11,0.946558519114529,30.024158000946045,0.9441666666666667,12000
0.9511111111111111,0.9456322329466609,0.9509924741380219,10,11,0.9522972557471548,65.95072650909424,0.9511111111111111,18000
0.9538888888888889,0.9487293175645671,0.9537981173595327,10,11,0.9545807178859222,65.19418168067932,0.9538888888888889,18000
0.9516666666666667,0.9462243187641071,0.951736960660524,10,11,0.9527413803758885,65.38279795646667,0.9516666666666667,18000
0.9522222222222222,0.9468571387375412,0.952207694814717,10,11,0.9534130099828115,65.53547787666321,0.9522222222222222,18000
0.9472222222222222,0.941324944516044,0.9472949697671559,10,11,0.9491676994416616,65.66619277000427,0.9472222222222222,18000
0.9583333333333334,0.9536596994883001,0.9582870737784119,10,11,0.9596218755716557,65.58150005340576,0.9583333333333334,18000
0.9555555555555556,0.9505684626791893,0.9555623130272273,10,11,0.9566430844963268,66.00301218032837,0.9555555555555556,18000
0.9483333333333334,0.9425441018637472,0.9481975005873361,10,11,0.9492390754170368,67.95439505577087,0.9483333333333334,18000
0.955,0.9498922408238019,0.9548361228768412,10,11,0.9557641452646646,65.7520534992218,0.955,18000
0.9483333333333334,0.9425424847526496,0.9481497399246639,10,11,0.9494232129421117,65.55092120170593,0.9483333333333334,18000
0.9604166666666667,0.9559798310397796,0.9603303107315739,10,11,0.9609619507606613,117.37904286384583,0.9604166666666667,24000
0.95875,0.9541456323907842,0.9586987605813442,10,11,0.9594301532110453,117.89556622505188,0.95875,24000
0.9570833333333333,0.9522661417487044,0.9570638236613028,10,11,0.9580007333356501,116.84908294677734,0.9570833333333333,24000
0.9554166666666667,0.9504443031017853,0.9554762876855585,10,11,0.9565790569259138,117.23031044006348,0.9554166666666667,24000
0.9583333333333334,0.9536545242163801,0.9582387521085309,10,11,0.9593334243160532,117.30381774902344,0.9583333333333334,24000
0.9595833333333333,0.9550589995415169,0.959596074767526,10,11,0.9604693930785129,118.1482982635498,0.9595833333333333,24000
0.9570833333333333,0.9522474601521281,0.9570368239563356,10,11,0.9578472844130665,117.1729166507721,0.9570833333333333,24000
0.95125,0.9457800023595739,0.9510994053982218,10,11,0.9520171991232023,117.14279770851135,0.95125,24000
0.95,0.9444182511164115,0.9499452093899898,10,11,0.9509922733861513,117.1345841884613,0.95,24000
0.9475,0.9416122322373462,0.9473582360864208,10,11,0.9484790949751207,117.3309051990509,0.9475,24000
0.9653333333333334,0.961458385061863,0.9652137904037672,10,11,0.9657489382914332,183.91256260871887,0.9653333333333334,30000
0.9586666666666667,0.9540505604411146,0.9586445979185296,10,11,0.959535570193448,182.76321983337402,0.9586666666666667,30000
0.9596666666666667,0.9551529894609525,0.9597212355009456,10,11,0.9606849428837969,182.6526975631714,0.9596666666666667,30000
0.9596666666666667,0.9551459295672472,0.9596545101526961,10,11,0.960718507305689,183.33235359191895,0.9596666666666667,30000
0.959,0.9543926040377007,0.9589986792480192,10,11,0.9597260028167587,182.8087079524994,0.959,30000
0.9596666666666667,0.9551466833196446,0.9595474192139607,10,11,0.960171869497887,183.36881971359253,0.9596666666666667,30000
0.9563333333333334,0.951443787473535,0.9563035373173351,10,11,0.9572710383175698,183.27943754196167,0.9563333333333334,30000
0.9513333333333334,0.9458974185410288,0.9512760876904002,10,11,0.952138573302729,182.9960150718689,0.9513333333333334,30000
0.9593333333333334,0.9548016347483056,0.9593426550477552,10,11,0.9599942374074314,183.5847623348236,0.9593333333333334,30000
0.957,0.9521953512881994,0.9568583518412067,10,11,0.957805214093143,183.3079857826233,0.957,30000
0.9663690476190476,0.9626158249237483,0.9662470500294524,10,11,0.9666929781079445,230.16941499710083,0.9663690476190476,33600
0.9607142857142857,0.9563172933268342,0.9606739596343603,10,11,0.96149842195696,231.9261350631714,0.9607142857142857,33600
0.9610119047619048,0.956663848871671,0.9610150667738137,10,11,0.9620206367877016,230.66961765289307,0.9610119047619048,33600
0.9595238095238096,0.9549973823319817,0.959502067964322,10,11,0.960297161842025,232.00409936904907,0.9595238095238096,33600
0.9648809523809524,0.9609248995847384,0.9648198409840983,10,11,0.9653835729032387,230.2090084552765,0.9648809523809524,33600
0.9565476190476191,0.9516709272490614,0.9564242469937059,10,11,0.957233660747263,231.02189803123474,0.9565476190476191,33600
0.9580357142857143,0.9533550798273421,0.9580962796823957,10,11,0.9588315878950966,230.25310134887695,0.9580357142857143,33600
0.9547619047619048,0.9497238463738256,0.9547088972624007,10,11,0.9554859259559667,230.96409273147583,0.9547619047619048,33600
0.9580357142857143,0.9533439816779405,0.9578971048713201,10,11,0.9588593097713546,229.9923870563507,0.9580357142857143,33600
0.9625,0.9583109802355287,0.9624463733179169,10,11,0.963109587514169,230.75126552581787,0.9625,33600
